code,title,Level,Hierarchical_structure,parent,soc2d,soc3d,soc5d,soc6d
43-1011,First-Line Supervisors of Office and Administrative Support Workers,6,Detailed,43-1010,43-0000,43-1000,43-1010,43-1011
43-2000,Communications Equipment Operators,3,Minor,43-0000,43-0000,43-2000,NA,NA
43-2010,"Switchboard Operators, Including Answering Service",5,Broad,43-2000,43-0000,43-2000,43-2010,NA
43-2011,"Switchboard Operators, Including Answering Service",6,Detailed,43-2010,43-0000,43-2000,43-2010,43-2011
43-2020,Telephone Operators,5,Broad,43-2000,43-0000,43-2000,43-2020,NA
43-2021,Telephone Operators,6,Detailed,43-2020,43-0000,43-2000,43-2020,43-2021
43-2090,Miscellaneous Communications Equipment Operators,5,Broad,43-2000,43-0000,43-2000,43-2090,NA
43-2099,"Communications Equipment Operators, All Other",6,Detailed,43-2090,43-0000,43-2000,43-2090,43-2099
43-3000,Financial Clerks,3,Minor,43-0000,43-0000,43-3000,NA,NA
43-3010,Bill and Account Collectors,5,Broad,43-3000,43-0000,43-3000,43-3010,NA
43-3011,Bill and Account Collectors,6,Detailed,43-3010,43-0000,43-3000,43-3010,43-3011
43-3020,Billing and Posting Clerks,5,Broad,43-3000,43-0000,43-3000,43-3020,NA
43-3021,Billing and Posting Clerks,6,Detailed,43-3020,43-0000,43-3000,43-3020,43-3021
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",5,Broad,43-3000,43-0000,43-3000,43-3030,NA
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",6,Detailed,43-3030,43-0000,43-3000,43-3030,43-3031
43-3040,Gambling Cage Workers,5,Broad,43-3000,43-0000,43-3000,43-3040,NA
43-3041,Gambling Cage Workers,6,Detailed,43-3040,43-0000,43-3000,43-3040,43-3041
43-3050,Payroll and Timekeeping Clerks,5,Broad,43-3000,43-0000,43-3000,43-3050,NA
43-3051,Payroll and Timekeeping Clerks,6,Detailed,43-3050,43-0000,43-3000,43-3050,43-3051
43-3060,Procurement Clerks,5,Broad,43-3000,43-0000,43-3000,43-3060,NA
43-3061,Procurement Clerks,6,Detailed,43-3060,43-0000,43-3000,43-3060,43-3061
43-3070,Tellers,5,Broad,43-3000,43-0000,43-3000,43-3070,NA
43-3071,Tellers,6,Detailed,43-3070,43-0000,43-3000,43-3070,43-3071
43-3090,Miscellaneous Financial Clerks,5,Broad,43-3000,43-0000,43-3000,43-3090,NA
43-3099,"Financial Clerks, All Other",6,Detailed,43-3090,43-0000,43-3000,43-3090,43-3099
43-4000,Information and Record Clerks,3,Minor,43-0000,43-0000,43-4000,NA,NA
43-4010,Brokerage Clerks,5,Broad,43-4000,43-0000,43-4000,43-4010,NA
43-4011,Brokerage Clerks,6,Detailed,43-4010,43-0000,43-4000,43-4010,43-4011
43-4020,Correspondence Clerks,5,Broad,43-4000,43-0000,43-4000,43-4020,NA
43-4021,Correspondence Clerks,6,Detailed,43-4020,43-0000,43-4000,43-4020,43-4021
43-4030,"Court, Municipal, and License Clerks",5,Broad,43-4000,43-0000,43-4000,43-4030,NA
43-4031,"Court, Municipal, and License Clerks",6,Detailed,43-4030,43-0000,43-4000,43-4030,43-4031
43-4040,"Credit Authorizers, Checkers, and Clerks",5,Broad,43-4000,43-0000,43-4000,43-4040,NA
43-4041,"Credit Authorizers, Checkers, and Clerks",6,Detailed,43-4040,43-0000,43-4000,43-4040,43-4041
43-4050,Customer Service Representatives,5,Broad,43-4000,43-0000,43-4000,43-4050,NA
43-4051,Customer Service Representatives,6,Detailed,43-4050,43-0000,43-4000,43-4050,43-4051
43-4060,"Eligibility Interviewers, Government Programs",5,Broad,43-4000,43-0000,43-4000,43-4060,NA
43-4061,"Eligibility Interviewers, Government Programs",6,Detailed,43-4060,43-0000,43-4000,43-4060,43-4061
43-4070,File Clerks,5,Broad,43-4000,43-0000,43-4000,43-4070,NA
43-4071,File Clerks,6,Detailed,43-4070,43-0000,43-4000,43-4070,43-4071
43-4080,"Hotel, Motel, and Resort Desk Clerks",5,Broad,43-4000,43-0000,43-4000,43-4080,NA
43-4081,"Hotel, Motel, and Resort Desk Clerks",6,Detailed,43-4080,43-0000,43-4000,43-4080,43-4081
43-4110,"Interviewers, Except Eligibility and Loan",5,Broad,43-4000,43-0000,43-4000,43-4110,NA
43-4111,"Interviewers, Except Eligibility and Loan",6,Detailed,43-4110,43-0000,43-4000,43-4110,43-4111
43-4120,"Library Assistants, Clerical",5,Broad,43-4000,43-0000,43-4000,43-4120,NA
43-4121,"Library Assistants, Clerical",6,Detailed,43-4120,43-0000,43-4000,43-4120,43-4121
43-4130,Loan Interviewers and Clerks,5,Broad,43-4000,43-0000,43-4000,43-4130,NA
43-4131,Loan Interviewers and Clerks,6,Detailed,43-4130,43-0000,43-4000,43-4130,43-4131
43-4140,New Accounts Clerks,5,Broad,43-4000,43-0000,43-4000,43-4140,NA
43-4141,New Accounts Clerks,6,Detailed,43-4140,43-0000,43-4000,43-4140,43-4141
43-4150,Order Clerks,5,Broad,43-4000,43-0000,43-4000,43-4150,NA
43-4151,Order Clerks,6,Detailed,43-4150,43-0000,43-4000,43-4150,43-4151
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",5,Broad,43-4000,43-0000,43-4000,43-4160,NA
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",6,Detailed,43-4160,43-0000,43-4000,43-4160,43-4161
43-4170,Receptionists and Information Clerks,5,Broad,43-4000,43-0000,43-4000,43-4170,NA
43-4171,Receptionists and Information Clerks,6,Detailed,43-4170,43-0000,43-4000,43-4170,43-4171
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,5,Broad,43-4000,43-0000,43-4000,43-4180,NA
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,6,Detailed,43-4180,43-0000,43-4000,43-4180,43-4181
43-4190,Miscellaneous Information and Record Clerks,5,Broad,43-4000,43-0000,43-4000,43-4190,NA
43-4199,"Information and Record Clerks, All Other",6,Detailed,43-4190,43-0000,43-4000,43-4190,43-4199
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",3,Minor,43-0000,43-0000,43-5000,NA,NA
43-5010,Cargo and Freight Agents,5,Broad,43-5000,43-0000,43-5000,43-5010,NA
43-5011,Cargo and Freight Agents,6,Detailed,43-5010,43-0000,43-5000,43-5010,43-5011
43-5020,Couriers and Messengers,5,Broad,43-5000,43-0000,43-5000,43-5020,NA
43-5021,Couriers and Messengers,6,Detailed,43-5020,43-0000,43-5000,43-5020,43-5021
43-5030,Dispatchers,5,Broad,43-5000,43-0000,43-5000,43-5030,NA
43-5031,Public Safety Telecommunicators,6,Detailed,43-5030,43-0000,43-5000,43-5030,43-5031
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",6,Detailed,43-5030,43-0000,43-5000,43-5030,43-5032
43-5040,"Meter Readers, Utilities",5,Broad,43-5000,43-0000,43-5000,43-5040,NA
43-5041,"Meter Readers, Utilities",6,Detailed,43-5040,43-0000,43-5000,43-5040,43-5041
43-5050,Postal Service Workers,5,Broad,43-5000,43-0000,43-5000,43-5050,NA
43-5051,Postal Service Clerks,6,Detailed,43-5050,43-0000,43-5000,43-5050,43-5051
43-5052,Postal Service Mail Carriers,6,Detailed,43-5050,43-0000,43-5000,43-5050,43-5052
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",6,Detailed,43-5050,43-0000,43-5000,43-5050,43-5053
43-5060,"Production, Planning, and Expediting Clerks",5,Broad,43-5000,43-0000,43-5000,43-5060,NA
43-5061,"Production, Planning, and Expediting Clerks",6,Detailed,43-5060,43-0000,43-5000,43-5060,43-5061
43-5070,"Shipping, Receiving, and Inventory Clerks",5,Broad,43-5000,43-0000,43-5000,43-5070,NA
43-5071,"Shipping, Receiving, and Inventory Clerks",6,Detailed,43-5070,43-0000,43-5000,43-5070,43-5071
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",5,Broad,43-5000,43-0000,43-5000,43-5110,NA
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",6,Detailed,43-5110,43-0000,43-5000,43-5110,43-5111
43-6000,Secretaries and Administrative Assistants,3,Minor,43-0000,43-0000,43-6000,NA,NA
43-6010,Secretaries and Administrative Assistants,5,Broad,43-6000,43-0000,43-6000,43-6010,NA
43-6011,Executive Secretaries and Executive Administrative Assistants,6,Detailed,43-6010,43-0000,43-6000,43-6010,43-6011
43-6012,Legal Secretaries and Administrative Assistants,6,Detailed,43-6010,43-0000,43-6000,43-6010,43-6012
43-6013,Medical Secretaries and Administrative Assistants,6,Detailed,43-6010,43-0000,43-6000,43-6010,43-6013
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6,Detailed,43-6010,43-0000,43-6000,43-6010,43-6014
43-9000,Other Office and Administrative Support Workers,3,Minor,43-0000,43-0000,43-9000,NA,NA
43-9020,Data Entry and Information Processing Workers,5,Broad,43-9000,43-0000,43-9000,43-9020,NA
43-9021,Data Entry Keyers,6,Detailed,43-9020,43-0000,43-9000,43-9020,43-9021
43-9022,Word Processors and Typists,6,Detailed,43-9020,43-0000,43-9000,43-9020,43-9022
43-9030,Desktop Publishers,5,Broad,43-9000,43-0000,43-9000,43-9030,NA
43-9031,Desktop Publishers,6,Detailed,43-9030,43-0000,43-9000,43-9030,43-9031
43-9040,Insurance Claims and Policy Processing Clerks,5,Broad,43-9000,43-0000,43-9000,43-9040,NA
43-9041,Insurance Claims and Policy Processing Clerks,6,Detailed,43-9040,43-0000,43-9000,43-9040,43-9041
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",5,Broad,43-9000,43-0000,43-9000,43-9050,NA
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",6,Detailed,43-9050,43-0000,43-9000,43-9050,43-9051
43-9060,"Office Clerks, General",5,Broad,43-9000,43-0000,43-9000,43-9060,NA
43-9061,"Office Clerks, General",6,Detailed,43-9060,43-0000,43-9000,43-9060,43-9061
43-9070,"Office Machine Operators, Except Computer",5,Broad,43-9000,43-0000,43-9000,43-9070,NA
43-9071,"Office Machine Operators, Except Computer",6,Detailed,43-9070,43-0000,43-9000,43-9070,43-9071
43-9080,Proofreaders and Copy Markers,5,Broad,43-9000,43-0000,43-9000,43-9080,NA
43-9081,Proofreaders and Copy Markers,6,Detailed,43-9080,43-0000,43-9000,43-9080,43-9081
43-9110,Statistical Assistants,5,Broad,43-9000,43-0000,43-9000,43-9110,NA
43-9111,Statistical Assistants,6,Detailed,43-9110,43-0000,43-9000,43-9110,43-9111
43-9190,Miscellaneous Office and Administrative Support Workers,5,Broad,43-9000,43-0000,43-9000,43-9190,NA
43-9199,"Office and Administrative Support Workers, All Other",6,Detailed,43-9190,43-0000,43-9000,43-9190,43-9199
45-0000,"Farming, Fishing, and Forestry Occupations",2,Major,NA,45-0000,NA,NA,NA
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",3,Minor,45-0000,45-0000,45-1000,NA,NA
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",5,Broad,45-1000,45-0000,45-1000,45-1010,NA
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6,Detailed,45-1010,45-0000,45-1000,45-1010,45-1011
45-2000,Agricultural Workers,3,Minor,45-0000,45-0000,45-2000,NA,NA
45-2010,Agricultural Inspectors,5,Broad,45-2000,45-0000,45-2000,45-2010,NA
45-2011,Agricultural Inspectors,6,Detailed,45-2010,45-0000,45-2000,45-2010,45-2011
45-2020,Animal Breeders,5,Broad,45-2000,45-0000,45-2000,45-2020,NA
45-2021,Animal Breeders,6,Detailed,45-2020,45-0000,45-2000,45-2020,45-2021
45-2040,"Graders and Sorters, Agricultural Products",5,Broad,45-2000,45-0000,45-2000,45-2040,NA
45-2041,"Graders and Sorters, Agricultural Products",6,Detailed,45-2040,45-0000,45-2000,45-2040,45-2041
45-2090,Miscellaneous Agricultural Workers,5,Broad,45-2000,45-0000,45-2000,45-2090,NA
45-2091,Agricultural Equipment Operators,6,Detailed,45-2090,45-0000,45-2000,45-2090,45-2091
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6,Detailed,45-2090,45-0000,45-2000,45-2090,45-2092
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6,Detailed,45-2090,45-0000,45-2000,45-2090,45-2093
45-2099,"Agricultural Workers, All Other",6,Detailed,45-2090,45-0000,45-2000,45-2090,45-2099
45-3000,Fishing and Hunting Workers,3,Minor,45-0000,45-0000,45-3000,NA,NA
45-3030,Fishing and Hunting Workers,5,Broad,45-3000,45-0000,45-3000,45-3030,NA
45-3031,Fishing and Hunting Workers,6,Detailed,45-3030,45-0000,45-3000,45-3030,45-3031
45-4000,"Forest, Conservation, and Logging Workers",3,Minor,45-0000,45-0000,45-4000,NA,NA
45-4010,Forest and Conservation Workers,5,Broad,45-4000,45-0000,45-4000,45-4010,NA
45-4011,Forest and Conservation Workers,6,Detailed,45-4010,45-0000,45-4000,45-4010,45-4011
45-4020,Logging Workers,5,Broad,45-4000,45-0000,45-4000,45-4020,NA
45-4021,Fallers,6,Detailed,45-4020,45-0000,45-4000,45-4020,45-4021
45-4022,Logging Equipment Operators,6,Detailed,45-4020,45-0000,45-4000,45-4020,45-4022
45-4023,Log Graders and Scalers,6,Detailed,45-4020,45-0000,45-4000,45-4020,45-4023
45-4029,"Logging Workers, All Other",6,Detailed,45-4020,45-0000,45-4000,45-4020,45-4029
47-0000,Construction and Extraction Occupations,2,Major,NA,47-0000,NA,NA,NA
47-1000,Supervisors of Construction and Extraction Workers,3,Minor,47-0000,47-0000,47-1000,NA,NA
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,5,Broad,47-1000,47-0000,47-1000,47-1010,NA
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,6,Detailed,47-1010,47-0000,47-1000,47-1010,47-1011
47-2000,Construction Trades Workers,3,Minor,47-0000,47-0000,47-2000,NA,NA
47-2010,Boilermakers,5,Broad,47-2000,47-0000,47-2000,47-2010,NA
47-2011,Boilermakers,6,Detailed,47-2010,47-0000,47-2000,47-2010,47-2011
47-2020,"Brickmasons, Blockmasons, and Stonemasons",5,Broad,47-2000,47-0000,47-2000,47-2020,NA
47-2021,Brickmasons and Blockmasons,6,Detailed,47-2020,47-0000,47-2000,47-2020,47-2021
47-2022,Stonemasons,6,Detailed,47-2020,47-0000,47-2000,47-2020,47-2022
47-2030,Carpenters,5,Broad,47-2000,47-0000,47-2000,47-2030,NA
47-2031,Carpenters,6,Detailed,47-2030,47-0000,47-2000,47-2030,47-2031
47-2040,"Carpet, Floor, and Tile Installers and Finishers",5,Broad,47-2000,47-0000,47-2000,47-2040,NA
47-2041,Carpet Installers,6,Detailed,47-2040,47-0000,47-2000,47-2040,47-2041
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",6,Detailed,47-2040,47-0000,47-2000,47-2040,47-2042
47-2043,Floor Sanders and Finishers,6,Detailed,47-2040,47-0000,47-2000,47-2040,47-2043
47-2044,Tile and Stone Setters,6,Detailed,47-2040,47-0000,47-2000,47-2040,47-2044
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",5,Broad,47-2000,47-0000,47-2000,47-2050,NA
47-2051,Cement Masons and Concrete Finishers,6,Detailed,47-2050,47-0000,47-2000,47-2050,47-2051
47-2053,Terrazzo Workers and Finishers,6,Detailed,47-2050,47-0000,47-2000,47-2050,47-2053
47-2060,Construction Laborers,5,Broad,47-2000,47-0000,47-2000,47-2060,NA
47-2061,Construction Laborers,6,Detailed,47-2060,47-0000,47-2000,47-2060,47-2061
47-2070,Construction Equipment Operators,5,Broad,47-2000,47-0000,47-2000,47-2070,NA
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",6,Detailed,47-2070,47-0000,47-2000,47-2070,47-2071
47-2072,Pile Driver Operators,6,Detailed,47-2070,47-0000,47-2000,47-2070,47-2072
47-2073,Operating Engineers and Other Construction Equipment Operators,6,Detailed,47-2070,47-0000,47-2000,47-2070,47-2073
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",5,Broad,47-2000,47-0000,47-2000,47-2080,NA
47-2081,Drywall and Ceiling Tile Installers,6,Detailed,47-2080,47-0000,47-2000,47-2080,47-2081
47-2082,Tapers,6,Detailed,47-2080,47-0000,47-2000,47-2080,47-2082
47-2110,Electricians,5,Broad,47-2000,47-0000,47-2000,47-2110,NA
47-2111,Electricians,6,Detailed,47-2110,47-0000,47-2000,47-2110,47-2111
47-2120,Glaziers,5,Broad,47-2000,47-0000,47-2000,47-2120,NA
47-2121,Glaziers,6,Detailed,47-2120,47-0000,47-2000,47-2120,47-2121
47-2130,Insulation Workers,5,Broad,47-2000,47-0000,47-2000,47-2130,NA
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",6,Detailed,47-2130,47-0000,47-2000,47-2130,47-2131
47-2132,"Insulation Workers, Mechanical",6,Detailed,47-2130,47-0000,47-2000,47-2130,47-2132
47-2140,Painters and Paperhangers,5,Broad,47-2000,47-0000,47-2000,47-2140,NA
47-2141,"Painters, Construction and Maintenance",6,Detailed,47-2140,47-0000,47-2000,47-2140,47-2141
47-2142,Paperhangers,6,Detailed,47-2140,47-0000,47-2000,47-2140,47-2142
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",5,Broad,47-2000,47-0000,47-2000,47-2150,NA
47-2151,Pipelayers,6,Detailed,47-2150,47-0000,47-2000,47-2150,47-2151
47-2152,"Plumbers, Pipefitters, and Steamfitters",6,Detailed,47-2150,47-0000,47-2000,47-2150,47-2152
47-2160,Plasterers and Stucco Masons,5,Broad,47-2000,47-0000,47-2000,47-2160,NA
47-2161,Plasterers and Stucco Masons,6,Detailed,47-2160,47-0000,47-2000,47-2160,47-2161
47-2170,Reinforcing Iron and Rebar Workers,5,Broad,47-2000,47-0000,47-2000,47-2170,NA
47-2171,Reinforcing Iron and Rebar Workers,6,Detailed,47-2170,47-0000,47-2000,47-2170,47-2171
47-2180,Roofers,5,Broad,47-2000,47-0000,47-2000,47-2180,NA
47-2181,Roofers,6,Detailed,47-2180,47-0000,47-2000,47-2180,47-2181
47-2210,Sheet Metal Workers,5,Broad,47-2000,47-0000,47-2000,47-2210,NA
47-2211,Sheet Metal Workers,6,Detailed,47-2210,47-0000,47-2000,47-2210,47-2211
47-2220,Structural Iron and Steel Workers,5,Broad,47-2000,47-0000,47-2000,47-2220,NA
47-2221,Structural Iron and Steel Workers,6,Detailed,47-2220,47-0000,47-2000,47-2220,47-2221
47-2230,Solar Photovoltaic Installers,5,Broad,47-2000,47-0000,47-2000,47-2230,NA
47-2231,Solar Photovoltaic Installers,6,Detailed,47-2230,47-0000,47-2000,47-2230,47-2231
47-3000,"Helpers, Construction Trades",3,Minor,47-0000,47-0000,47-3000,NA,NA
47-3010,"Helpers, Construction Trades",5,Broad,47-3000,47-0000,47-3000,47-3010,NA
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",6,Detailed,47-3010,47-0000,47-3000,47-3010,47-3011
47-3012,Helpers--Carpenters,6,Detailed,47-3010,47-0000,47-3000,47-3010,47-3012
47-3013,Helpers--Electricians,6,Detailed,47-3010,47-0000,47-3000,47-3010,47-3013
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",6,Detailed,47-3010,47-0000,47-3000,47-3010,47-3014
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",6,Detailed,47-3010,47-0000,47-3000,47-3010,47-3015
47-3016,Helpers--Roofers,6,Detailed,47-3010,47-0000,47-3000,47-3010,47-3016
47-3019,"Helpers, Construction Trades, All Other",6,Detailed,47-3010,47-0000,47-3000,47-3010,47-3019
47-4000,Other Construction and Related Workers,3,Minor,47-0000,47-0000,47-4000,NA,NA
47-4010,Construction and Building Inspectors,5,Broad,47-4000,47-0000,47-4000,47-4010,NA
47-4011,Construction and Building Inspectors,6,Detailed,47-4010,47-0000,47-4000,47-4010,47-4011
47-4020,Elevator and Escalator Installers and Repairers,5,Broad,47-4000,47-0000,47-4000,47-4020,NA
47-4021,Elevator and Escalator Installers and Repairers,6,Detailed,47-4020,47-0000,47-4000,47-4020,47-4021
47-4030,Fence Erectors,5,Broad,47-4000,47-0000,47-4000,47-4030,NA
47-4031,Fence Erectors,6,Detailed,47-4030,47-0000,47-4000,47-4030,47-4031
47-4040,Hazardous Materials Removal Workers,5,Broad,47-4000,47-0000,47-4000,47-4040,NA
47-4041,Hazardous Materials Removal Workers,6,Detailed,47-4040,47-0000,47-4000,47-4040,47-4041
47-4050,Highway Maintenance Workers,5,Broad,47-4000,47-0000,47-4000,47-4050,NA
47-4051,Highway Maintenance Workers,6,Detailed,47-4050,47-0000,47-4000,47-4050,47-4051
47-4060,Rail-Track Laying and Maintenance Equipment Operators,5,Broad,47-4000,47-0000,47-4000,47-4060,NA
47-4061,Rail-Track Laying and Maintenance Equipment Operators,6,Detailed,47-4060,47-0000,47-4000,47-4060,47-4061
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,5,Broad,47-4000,47-0000,47-4000,47-4070,NA
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,6,Detailed,47-4070,47-0000,47-4000,47-4070,47-4071
47-4090,Miscellaneous Construction and Related Workers,5,Broad,47-4000,47-0000,47-4000,47-4090,NA
47-4091,Segmental Pavers,6,Detailed,47-4090,47-0000,47-4000,47-4090,47-4091
47-4099,"Construction and Related Workers, All Other",6,Detailed,47-4090,47-0000,47-4000,47-4090,47-4099
47-5000,Extraction Workers,3,Minor,47-0000,47-0000,47-5000,NA,NA
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",5,Broad,47-5000,47-0000,47-5000,47-5010,NA
47-5011,"Derrick Operators, Oil and Gas",6,Detailed,47-5010,47-0000,47-5000,47-5010,47-5011
47-5012,"Rotary Drill Operators, Oil and Gas",6,Detailed,47-5010,47-0000,47-5000,47-5010,47-5012
47-5013,"Service Unit Operators, Oil and Gas",6,Detailed,47-5010,47-0000,47-5000,47-5010,47-5013
47-5020,Surface Mining Machine Operators and Earth Drillers,5,Broad,47-5000,47-0000,47-5000,47-5020,NA
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",6,Detailed,47-5020,47-0000,47-5000,47-5020,47-5022
47-5023,"Earth Drillers, Except Oil and Gas",6,Detailed,47-5020,47-0000,47-5000,47-5020,47-5023
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",5,Broad,47-5000,47-0000,47-5000,47-5030,NA
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",6,Detailed,47-5030,47-0000,47-5000,47-5030,47-5032
47-5040,Underground Mining Machine Operators,5,Broad,47-5000,47-0000,47-5000,47-5040,NA
47-5041,Continuous Mining Machine Operators,6,Detailed,47-5040,47-0000,47-5000,47-5040,47-5041
47-5043,"Roof Bolters, Mining",6,Detailed,47-5040,47-0000,47-5000,47-5040,47-5043
47-5044,"Loading and Moving Machine Operators, Underground Mining",6,Detailed,47-5040,47-0000,47-5000,47-5040,47-5044
47-5049,"Underground Mining Machine Operators, All Other",6,Detailed,47-5040,47-0000,47-5000,47-5040,47-5049
47-5050,"Rock Splitters, Quarry",5,Broad,47-5000,47-0000,47-5000,47-5050,NA
47-5051,"Rock Splitters, Quarry",6,Detailed,47-5050,47-0000,47-5000,47-5050,47-5051
47-5070,"Roustabouts, Oil and Gas",5,Broad,47-5000,47-0000,47-5000,47-5070,NA
47-5071,"Roustabouts, Oil and Gas",6,Detailed,47-5070,47-0000,47-5000,47-5070,47-5071
47-5080,Helpers--Extraction Workers,5,Broad,47-5000,47-0000,47-5000,47-5080,NA
47-5081,Helpers--Extraction Workers,6,Detailed,47-5080,47-0000,47-5000,47-5080,47-5081
47-5090,Miscellaneous Extraction Workers,5,Broad,47-5000,47-0000,47-5000,47-5090,NA
47-5099,"Extraction Workers, All Other",6,Detailed,47-5090,47-0000,47-5000,47-5090,47-5099
49-0000,"Installation, Maintenance, and Repair Occupations",2,Major,NA,49-0000,NA,NA,NA
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",3,Minor,49-0000,49-0000,49-1000,NA,NA
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",5,Broad,49-1000,49-0000,49-1000,49-1010,NA
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",6,Detailed,49-1010,49-0000,49-1000,49-1010,49-1011
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",3,Minor,49-0000,49-0000,49-2000,NA,NA
49-2010,"Computer, Automated Teller, and Office Machine Repairers",5,Broad,49-2000,49-0000,49-2000,49-2010,NA
49-2011,"Computer, Automated Teller, and Office Machine Repairers",6,Detailed,49-2010,49-0000,49-2000,49-2010,49-2011
49-2020,Radio and Telecommunications Equipment Installers and Repairers,5,Broad,49-2000,49-0000,49-2000,49-2020,NA
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",6,Detailed,49-2020,49-0000,49-2000,49-2020,49-2021
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",6,Detailed,49-2020,49-0000,49-2000,49-2020,49-2022
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",5,Broad,49-2000,49-0000,49-2000,49-2090,NA
49-2091,Avionics Technicians,6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2091
49-2092,"Electric Motor, Power Tool, and Related Repairers",6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2092
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2093
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2094
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2095
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2096
49-2097,Audiovisual Equipment Installers and Repairers,6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2097
49-2098,Security and Fire Alarm Systems Installers,6,Detailed,49-2090,49-0000,49-2000,49-2090,49-2098
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",3,Minor,49-0000,49-0000,49-3000,NA,NA
49-3010,Aircraft Mechanics and Service Technicians,5,Broad,49-3000,49-0000,49-3000,49-3010,NA
49-3011,Aircraft Mechanics and Service Technicians,6,Detailed,49-3010,49-0000,49-3000,49-3010,49-3011
49-3020,Automotive Technicians and Repairers,5,Broad,49-3000,49-0000,49-3000,49-3020,NA
49-3021,Automotive Body and Related Repairers,6,Detailed,49-3020,49-0000,49-3000,49-3020,49-3021
49-3022,Automotive Glass Installers and Repairers,6,Detailed,49-3020,49-0000,49-3000,49-3020,49-3022
49-3023,Automotive Service Technicians and Mechanics,6,Detailed,49-3020,49-0000,49-3000,49-3020,49-3023
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,5,Broad,49-3000,49-0000,49-3000,49-3030,NA
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,6,Detailed,49-3030,49-0000,49-3000,49-3030,49-3031
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,5,Broad,49-3000,49-0000,49-3000,49-3040,NA
49-3041,Farm Equipment Mechanics and Service Technicians,6,Detailed,49-3040,49-0000,49-3000,49-3040,49-3041
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",6,Detailed,49-3040,49-0000,49-3000,49-3040,49-3042
49-3043,Rail Car Repairers,6,Detailed,49-3040,49-0000,49-3000,49-3040,49-3043
49-3050,Small Engine Mechanics,5,Broad,49-3000,49-0000,49-3000,49-3050,NA
