soc1980,soc1980_title,soc2000,soc2000_title
5113,SUPERVISORS; GUARDS,11-9199,"Managers, All Other"
5113,SUPERVISORS; GUARDS,33-1099,"First-Line Supervisors/Managers, Protective Service Workers, All Other"
5113,SUPERVISORS; GUARDS,33-9011,Animal Control Workers
5113,SUPERVISORS; GUARDS,43-4031,"Court, Municipal, and License Clerks"
5122,FIRE INSPECTION AND FIRE PREVENTION OCCUPATIONS,33-2021,Fire Inspectors and Investigators
5122,FIRE INSPECTION AND FIRE PREVENTION OCCUPATIONS,33-2022,Forest Fire Inspectors and Prevention Specialists
5123,FIREFIGHTING OCCUPATIONS,33-2011,Fire Fighters
5132,"POLICE AND DETECTIVES, PUBLIC SERVICE",11-3042,Training and Development Managers
5132,"POLICE AND DETECTIVES, PUBLIC SERVICE",13-1199,"Business Operations Specialists, All Other"
5132,"POLICE AND DETECTIVES, PUBLIC SERVICE",33-3021,Detectives and Criminal Investigators
5132,"POLICE AND DETECTIVES, PUBLIC SERVICE",33-3051,Police and Sheriff's Patrol Officers
5132,"POLICE AND DETECTIVES, PUBLIC SERVICE",33-9099,"Protective Service Workers, All Other"
5133,CORRECTIONAL INSTITUTION OFFICERS,21-1092,Probation Officers and Correctional Treatment Specialists
5133,CORRECTIONAL INSTITUTION OFFICERS,33-3012,Correctional Officers and Jailers
5134,"SHERIFFS, BAILIFFS AND OTHER LAW ENFORCEMENT OFFIC",33-1012,First-Line Supervisors/Managers of Police and Detectives
5134,"SHERIFFS, BAILIFFS AND OTHER LAW ENFORCEMENT OFFIC",33-3011,Bailiffs
5134,"SHERIFFS, BAILIFFS AND OTHER LAW ENFORCEMENT OFFIC",33-3031,Fish and Game Wardens
5134,"SHERIFFS, BAILIFFS AND OTHER LAW ENFORCEMENT OFFIC",33-3041,Parking Enforcement Workers
5134,"SHERIFFS, BAILIFFS AND OTHER LAW ENFORCEMENT OFFIC",33-3051,Police and Sheriff's Patrol Officers
5134,"SHERIFFS, BAILIFFS AND OTHER LAW ENFORCEMENT OFFIC",33-9099,"Protective Service Workers, All Other"
5142,CROSSING GUARDS,33-9091,Crossing Guards
5144,"GUARDS AND POLICE, EXCEPT PUBLIC SERVICE",11-9199,"Managers, All Other"
5144,"GUARDS AND POLICE, EXCEPT PUBLIC SERVICE",33-3052,Transit and Railroad Police
5144,"GUARDS AND POLICE, EXCEPT PUBLIC SERVICE",33-9021,Private Detectives and Investigators
5144,"GUARDS AND POLICE, EXCEPT PUBLIC SERVICE",33-9031,Gaming Surveillance Officers and Gaming Investigators
5144,"GUARDS AND POLICE, EXCEPT PUBLIC SERVICE",33-9032,Security Guards
5149,"PROTECTIVE SERVICE OCCUPATIONS, NEC",33-3031,Fish and Game Wardens
5149,"PROTECTIVE SERVICE OCCUPATIONS, NEC",33-3051,Police and Sheriff's Patrol Officers
5149,"PROTECTIVE SERVICE OCCUPATIONS, NEC",33-9011,Animal Control Workers
5149,"PROTECTIVE SERVICE OCCUPATIONS, NEC",33-9031,Gaming Surveillance Officers and Gaming Investigators
5149,"PROTECTIVE SERVICE OCCUPATIONS, NEC",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
5149,"PROTECTIVE SERVICE OCCUPATIONS, NEC",33-9099,"Protective Service Workers, All Other"
5211,SUPERVISORS; FOOD AND BEVERAGE PREPARATION AND SER,11-9051,Food Service Managers
5211,SUPERVISORS; FOOD AND BEVERAGE PREPARATION AND SER,35-1011,Chefs and Head Cooks
5211,SUPERVISORS; FOOD AND BEVERAGE PREPARATION AND SER,35-1012,First-Line Supervisors/Managers of Food Preparation and Serving Workers
5211,SUPERVISORS; FOOD AND BEVERAGE PREPARATION AND SER,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
5211,SUPERVISORS; FOOD AND BEVERAGE PREPARATION AND SER,39-1021,First-Line Supervisors/Managers of Personal Service Workers
5212,BARTENDERS,35-3011,Bartenders
5213,WAITERS AND WAITRESSES,35-3031,Waiters and Waitresses
5214,"COOKS, EXCEPT SHORT ORDER",35-2011,"Cooks, Fast Food"
5214,"COOKS, EXCEPT SHORT ORDER",35-2012,"Cooks, Institution and Cafeteria"
5214,"COOKS, EXCEPT SHORT ORDER",35-2014,"Cooks, Restaurant"
5214,"COOKS, EXCEPT SHORT ORDER",51-3011,Bakers
5215,SHORT-ORDER COOKS,35-2011,"Cooks, Fast Food"
5215,SHORT-ORDER COOKS,35-2015,"Cooks, Short Order"
5216,"FOOD COUNTER, FOUNTAIN AND RELATED OCCUPATIONS",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food"
5216,"FOOD COUNTER, FOUNTAIN AND RELATED OCCUPATIONS",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
5216,"FOOD COUNTER, FOUNTAIN AND RELATED OCCUPATIONS",35-3041,"Food Servers, Nonrestaurant"
5217,"KITCHEN WORKERS, FOOD PREPARATION",35-2021,Food Preparation Workers
5218,WAITERS'/WAITRESSES' ASSISTANTS,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers
5219,MISCELLANEOUS FOOD AND BEVERAGE PREPARATION OCCUPA,35-2021,Food Preparation Workers
5219,MISCELLANEOUS FOOD AND BEVERAGE PREPARATION OCCUPA,35-9021,Dishwashers
5219,MISCELLANEOUS FOOD AND BEVERAGE PREPARATION OCCUPA,35-9099,"Food Preparation and Serving Related Workers, All Other"
5232,DENTAL ASSISTANTS,31-9091,Dental Assistants
5233,"HEALTH AIDES, EXCEPT NURSING",29-2012,Medical and Clinical Laboratory Technicians
5233,"HEALTH AIDES, EXCEPT NURSING",29-2052,Pharmacy Technicians
5233,"HEALTH AIDES, EXCEPT NURSING",31-1012,"Nursing Aides, Orderlies, and Attendants"
5233,"HEALTH AIDES, EXCEPT NURSING",31-1013,Psychiatric Aides
5233,"HEALTH AIDES, EXCEPT NURSING",31-2011,Occupational Therapist Assistants
5233,"HEALTH AIDES, EXCEPT NURSING",31-2012,Occupational Therapist Aides
5233,"HEALTH AIDES, EXCEPT NURSING",31-2021,Physical Therapist Assistants
5233,"HEALTH AIDES, EXCEPT NURSING",31-2022,Physical Therapist Aides
5233,"HEALTH AIDES, EXCEPT NURSING",31-9092,Medical Assistants
5233,"HEALTH AIDES, EXCEPT NURSING",31-9093,Medical Equipment Preparers
5233,"HEALTH AIDES, EXCEPT NURSING",31-9099,"Healthcare Support Workers, All Other"
5233,"HEALTH AIDES, EXCEPT NURSING",39-9099,"Personal Care and Service Workers, All Other"
5233,"HEALTH AIDES, EXCEPT NURSING",51-9199,"Production Workers, All Other"
5233,"HEALTH AIDES, EXCEPT NURSING",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
5236,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",29-2099,"Health Technologists and Technicians, All Other"
5236,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-1011,Home Health Aides
5236,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-1012,"Nursing Aides, Orderlies, and Attendants"
5236,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-1013,Psychiatric Aides
5236,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",31-9099,"Healthcare Support Workers, All Other"
5241,SUPERVISORS; CLEANING AND BUILDING SERVICE WORKERS,11-9199,"Managers, All Other"
5241,SUPERVISORS; CLEANING AND BUILDING SERVICE WORKERS,37-1011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers
5241,SUPERVISORS; CLEANING AND BUILDING SERVICE WORKERS,39-1021,First-Line Supervisors/Managers of Personal Service Workers
5242,MAIDS AND HOUSEMEN,37-2012,Maids and Housekeeping Cleaners
5244,JANITORS AND CLEANERS,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
5244,JANITORS AND CLEANERS,37-3011,Landscaping and Groundskeeping Workers
5244,JANITORS AND CLEANERS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
5245,ELEVATOR OPERATORS,53-6099,"Transportation Workers, All Other"
5245,ELEVATOR OPERATORS,53-7199,"Material Moving Workers, All Other"
5246,PEST CONTROL OCCUPATIONS,37-2021,Pest Control Workers
5249,"CLEANING AND BUILDING SERVICE OCCUPATIONS, NOT ELS",37-2019,"Building Cleaning Workers, All Other"
5249,"CLEANING AND BUILDING SERVICE OCCUPATIONS, NOT ELS",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
5251,SUPERVISORS; PERSONAL SERVICE OCCUPATIONS,11-9071,Gaming Managers
5251,SUPERVISORS; PERSONAL SERVICE OCCUPATIONS,11-9199,"Managers, All Other"
5251,SUPERVISORS; PERSONAL SERVICE OCCUPATIONS,39-1012,Slot Key Persons
5251,SUPERVISORS; PERSONAL SERVICE OCCUPATIONS,39-1021,First-Line Supervisors/Managers of Personal Service Workers
5251,SUPERVISORS; PERSONAL SERVICE OCCUPATIONS,39-6031,Flight Attendants
5252,BARBERS,39-5011,Barbers
5253,HAIRDRESSERS AND COSMETOLOGISTS,39-5012,"Hairdressers, Hairstylists, and Cosmetologists"
5253,HAIRDRESSERS AND COSMETOLOGISTS,39-5091,"Makeup Artists, Theatrical and Performance"
5253,HAIRDRESSERS AND COSMETOLOGISTS,39-5092,Manicurists and Pedicurists
5253,HAIRDRESSERS AND COSMETOLOGISTS,39-5093,Shampooers
5253,HAIRDRESSERS AND COSMETOLOGISTS,39-9099,"Personal Care and Service Workers, All Other"
5254,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3011,Gaming Dealers
5254,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3012,Gaming and Sports Book Writers and Runners
5254,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3019,"Gaming Service Workers, All Other"
5254,"ATTENDANTS, AMUSEMENT AND RECREATION FACILITIES",39-3091,Amusement and Recreation Attendants
5255,GUIDES,39-6021,Tour Guides and Escorts
5255,GUIDES,39-6022,Travel Guides
5256,USHERS,39-3031,"Ushers, Lobby Attendants, and Ticket Takers"
5257,PUBLIC TRANSPORTATION ATTENDANTS,39-6031,Flight Attendants
5257,PUBLIC TRANSPORTATION ATTENDANTS,39-6032,"Transportation Attendants, Except Flight Attendants and Baggage Porters"
5257,PUBLIC TRANSPORTATION ATTENDANTS,39-9099,"Personal Care and Service Workers, All Other"
5258,WARDROBE AND DRESSING ROOM ATTENDANTS,39-3092,Costume Attendants
5258,WARDROBE AND DRESSING ROOM ATTENDANTS,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
5258,WARDROBE AND DRESSING ROOM ATTENDANTS,39-9099,"Personal Care and Service Workers, All Other"
5262,BAGGAGE PORTERS AND BELLHOPS,39-6011,Baggage Porters and Bellhops
5263,WELFARE SERVICE AIDES,39-9021,Personal and Home Care Aides
5264,"CHILD CARE WORKERS, EXCEPT PRIVATE HOUSEHOLD",39-9011,Child Care Workers
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",27-2023,"Umpires, Referees, and Other Sports Officials"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",31-9011,Massage Therapists
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",31-9099,"Healthcare Support Workers, All Other"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",37-3019,"Grounds Maintenance Workers, All Other"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",39-3091,Amusement and Recreation Attendants
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",39-4021,Funeral Attendants
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",39-6022,Travel Guides
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",39-6032,"Transportation Attendants, Except Flight Attendants and Baggage Porters"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",39-9032,Recreation Workers
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",39-9099,"Personal Care and Service Workers, All Other"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",49-9042,"Maintenance and Repair Workers, General"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers"
5269,"PERSONAL SERVICE OCCUPATIONS, NOT ELSEWHERE CLASSI",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
5512,GENERAL FARMERS,11-9012,Farmers and Ranchers
5513,"CROP, VEGETABLE, FRUIT AND TREE NUT FARMERS",11-9012,Farmers and Ranchers
5514,"LIVESTOCK, DAIRY, POULTRY AND FISH FARMERS",11-9012,Farmers and Ranchers
5514,"LIVESTOCK, DAIRY, POULTRY AND FISH FARMERS",45-2021,Animal Breeders
5514,"LIVESTOCK, DAIRY, POULTRY AND FISH FARMERS",45-2093,"Farmworkers, Farm and Ranch Animals"
5514,"LIVESTOCK, DAIRY, POULTRY AND FISH FARMERS",45-3011,Fishers and Related Fishing Workers
5515,HORTICULTURAL SPECIALTY FARMERS,11-9012,Farmers and Ranchers
5522,MANAGERS; GENERAL FARM,11-9011,"Farm, Ranch, and Other Agricultural Managers"
5523,"MANAGERS; CROP, VEGETABLE, FRUIT AND TREE NUT FARM",11-9011,"Farm, Ranch, and Other Agricultural Managers"
5524,"MANAGERS; LIVESTOCK, DAIRY, POULTRY AND FISH FARM",11-9011,"Farm, Ranch, and Other Agricultural Managers"
5524,"MANAGERS; LIVESTOCK, DAIRY, POULTRY AND FISH FARM",11-9012,Farmers and Ranchers
5524,"MANAGERS; LIVESTOCK, DAIRY, POULTRY AND FISH FARM",41-1012,First-Line Supervisors/Managers of Non-Retail Sales Workers
5524,"MANAGERS; LIVESTOCK, DAIRY, POULTRY AND FISH FARM",45-1011,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers"
5525,MANAGERS; HORTICULTURAL SPECIALTY FARM,11-9011,"Farm, Ranch, and Other Agricultural Managers"
5611,SUPERVISORS; FARM WORKERS,45-1011,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers"
5612,GENERAL FARM WORKERS,45-2091,Agricultural Equipment Operators
5612,GENERAL FARM WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
5612,GENERAL FARM WORKERS,45-2093,"Farmworkers, Farm and Ranch Animals"
5613,FIELD CROP AND VEGETABLE FARM WORKERS (HAND),45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
5613,FIELD CROP AND VEGETABLE FARM WORKERS (HAND),51-9198,Helpers--Production Workers
5614,ORCHARD AND VINEYARD AND RELATED WORKERS (HAND),37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
5614,ORCHARD AND VINEYARD AND RELATED WORKERS (HAND),37-3013,Tree Trimmers and Pruners
5614,ORCHARD AND VINEYARD AND RELATED WORKERS (HAND),45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
5615,IRRIGATION WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
5616,FARM MACHINERY OPERATORS,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
5616,FARM MACHINERY OPERATORS,45-2091,Agricultural Equipment Operators
5617,LIVESTOCK WORKERS,39-2011,Animal Trainers
5617,LIVESTOCK WORKERS,45-2041,"Graders and Sorters, Agricultural Products"
5617,LIVESTOCK WORKERS,45-2093,"Farmworkers, Farm and Ranch Animals"
5617,LIVESTOCK WORKERS,45-2099,"Agricultural Workers, All Other"
5617,LIVESTOCK WORKERS,51-9199,"Production Workers, All Other"
5617,LIVESTOCK WORKERS,53-7063,Machine Feeders and Offbearers
5618,MARINE LIFE CULTIVATION WORKERS,45-2093,"Farmworkers, Farm and Ranch Animals"
5618,MARINE LIFE CULTIVATION WORKERS,45-3011,Fishers and Related Fishing Workers
5619,NURSERY WORKERS,37-3011,Landscaping and Groundskeeping Workers
5619,NURSERY WORKERS,45-2091,Agricultural Equipment Operators
5619,NURSERY WORKERS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
5621,SUPERVISORS; RELATED AGRICULTURAL WORKERS,37-1012,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers"
5621,SUPERVISORS; RELATED AGRICULTURAL WORKERS,45-1011,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers"
5622,"GROUNDSKEEPERS AND GARDENERS, EXCEPT FARM",37-3011,Landscaping and Groundskeeping Workers
5622,"GROUNDSKEEPERS AND GARDENERS, EXCEPT FARM",37-3019,"Grounds Maintenance Workers, All Other"
5624,"ANIMAL CARETAKERS, EXCEPT FARM",39-2021,Nonfarm Animal Caretakers
5625,GRADERS AND SORTERS; AGRICULTURAL PRODUCTS,45-2041,"Graders and Sorters, Agricultural Products"
5627,INSPECTORS; AGRICULTURAL PRODUCTS,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
5627,INSPECTORS; AGRICULTURAL PRODUCTS,45-2011,Agricultural Inspectors
5627,INSPECTORS; AGRICULTURAL PRODUCTS,45-2041,"Graders and Sorters, Agricultural Products"
5627,INSPECTORS; AGRICULTURAL PRODUCTS,45-2099,"Agricultural Workers, All Other"
571,SUPERVISORS; FORESTRY AND LOGGING WORKERS,45-1011,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers"
572,"FORESTRY WORKERS, EXCEPT LOGGING",19-4093,Forest and Conservation Technicians
572,"FORESTRY WORKERS, EXCEPT LOGGING",45-4011,Forest and Conservation Workers
573,TIMBER CUTTING AND RELATED OCCUPATIONS,37-3013,Tree Trimmers and Pruners
573,TIMBER CUTTING AND RELATED OCCUPATIONS,37-3019,"Grounds Maintenance Workers, All Other"
573,TIMBER CUTTING AND RELATED OCCUPATIONS,45-4021,Fallers
573,TIMBER CUTTING AND RELATED OCCUPATIONS,45-4022,Logging Equipment Operators
579,"LOGGING OCCUPATIONS, NOT ELSEWHERE CLASSIFIED",45-4023,Log Graders and Scalers
579,"LOGGING OCCUPATIONS, NOT ELSEWHERE CLASSIFIED",45-4029,"Logging Workers, All Other"
579,"LOGGING OCCUPATIONS, NOT ELSEWHERE CLASSIFIED",49-9096,Riggers
583,FISHERS,45-3011,Fishers and Related Fishing Workers
584,HUNTERS AND TRAPPERS,11-9012,Farmers and Ranchers
584,HUNTERS AND TRAPPERS,45-3021,Hunters and Trappers
60,SUPERVISORS; MECHANICS AND REPAIRERS,47-1011,First-Line Supervisors/Managers of Construction Trades and Extraction Workers
60,SUPERVISORS; MECHANICS AND REPAIRERS,49-1011,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers"
6111,AUTOMOBILE MECHANICS,49-3023,Automotive Service Technicians and Mechanics
6111,AUTOMOBILE MECHANICS,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
6111,AUTOMOBILE MECHANICS,51-9199,"Production Workers, All Other"
6112,"BUS AND TRUCK ENGINE, AND DIESEL ENGINE MECHANICS",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
6112,"BUS AND TRUCK ENGINE, AND DIESEL ENGINE MECHANICS",51-2031,Engine and Other Machine Assemblers
6113,AIRCRAFT ENGINE MECHANICS,49-3011,Aircraft Mechanics and Service Technicians
6114,SMALL ENGINE REPAIRERS,49-3051,Motorboat Mechanics
6114,SMALL ENGINE REPAIRERS,49-3052,Motorcycle Mechanics
6114,SMALL ENGINE REPAIRERS,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics
6115,AUTOMOTIVE BODY AND RELATED REPAIRERS,49-3021,Automotive Body and Related Repairers
6115,AUTOMOTIVE BODY AND RELATED REPAIRERS,49-3022,Automotive Glass Installers and Repairers
6115,AUTOMOTIVE BODY AND RELATED REPAIRERS,49-3023,Automotive Service Technicians and Mechanics
6115,AUTOMOTIVE BODY AND RELATED REPAIRERS,49-3052,Motorcycle Mechanics
6115,AUTOMOTIVE BODY AND RELATED REPAIRERS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
6115,AUTOMOTIVE BODY AND RELATED REPAIRERS,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
6115,AUTOMOTIVE BODY AND RELATED REPAIRERS,53-7061,Cleaners of Vehicles and Equipment
6116,AIRCRAFT MECHANICS (EXCEPT ENGINE SPECIALISTS),49-3011,Aircraft Mechanics and Service Technicians
6116,AIRCRAFT MECHANICS (EXCEPT ENGINE SPECIALISTS),49-9099,"Installation, Maintenance, and Repair Workers, All Other"
6116,AIRCRAFT MECHANICS (EXCEPT ENGINE SPECIALISTS),51-9022,"Grinding and Polishing Workers, Hand"
6117,HEAVY EQUIPMENT MECHANICS,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines"
6117,HEAVY EQUIPMENT MECHANICS,49-3043,Rail Car Repairers
6118,FARM EQUIPMENT MECHANICS,49-3041,Farm Equipment Mechanics
6118,FARM EQUIPMENT MECHANICS,49-9043,"Maintenance Workers, Machinery"
613,INDUSTRIAL MACHINERY REPAIRERS *,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists
613,INDUSTRIAL MACHINERY REPAIRERS *,49-9041,Industrial Machinery Mechanics
613,INDUSTRIAL MACHINERY REPAIRERS *,51-4041,Machinists
614,MACHINERY MAINTENANCE OCCUPATIONS,49-2092,"Electric Motor, Power Tool, and Related Repairers"
614,MACHINERY MAINTENANCE OCCUPATIONS,49-9041,Industrial Machinery Mechanics
614,MACHINERY MAINTENANCE OCCUPATIONS,49-9043,"Maintenance Workers, Machinery"
614,MACHINERY MAINTENANCE OCCUPATIONS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
614,MACHINERY MAINTENANCE OCCUPATIONS,51-4194,"Tool Grinders, Filers, and Sharpeners"
614,MACHINERY MAINTENANCE OCCUPATIONS,51-9199,"Production Workers, All Other"
614,MACHINERY MAINTENANCE OCCUPATIONS,53-7061,Cleaners of Vehicles and Equipment
614,MACHINERY MAINTENANCE OCCUPATIONS,55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other"
6151,COMMUNICATIONS EQUIPMENT REPAIRERS,49-2021,Radio Mechanics
6151,COMMUNICATIONS EQUIPMENT REPAIRERS,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
6151,COMMUNICATIONS EQUIPMENT REPAIRERS,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
