sic1987,sic1987_title,naics2022,naics2022_title
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (except mobile food services and food wagons),NA,NA
5963,Direct Selling Establishments (mobile food services and food wagons),NA,NA
5983,Fuel Oil Dealers,NA,NA
5984,Liquefied Petroleum Gas (Bottled Gas) Dealers,NA,NA
5989,"Fuel Dealers, NEC",NA,NA
5992,Florists,NA,NA
5993,Tobacco Stores and Stands,NA,NA
5994,News Dealers and Newsstands,NA,NA
5995,Optical Goods Stores (optical laboratories grinding lenses to prescription),NA,NA
5995,Optical Goods Stores (except  labs grinding prescription lenses),NA,NA
5999,"Miscellaneous Retail Stores, NEC (manufacture of orthopedic devices to prescription in a retail environment)",NA,NA
5999,"Miscellaneous Retail Stores, NEC (typewriters and telephones)",NA,NA
5999,"Miscellaneous Retail Stores, NEC  (except art dealers, pet and pet supplies, hearing aids, artificial limbs, cosmetics, telephones, sunglasses, manufacture of orthopedic devices to prescription in a retail environment, and typewriters)",NA,NA
5999,"Miscellaneous Retail Stores, NEC (cosmetics and perfumes)",NA,NA
5999,"Miscellaneous Retail Stores, NEC (hearing aids and artificial limbs)",NA,NA
5999,"Miscellaneous Retail Stores, NEC (pet and pet supplies)",NA,NA
5999,"Miscellaneous Retail Stores, NEC  (art dealer)",NA,NA
5999,"Miscellaneous Retail Stores, NEC  (except art dealers, pet and pet supplies, hearing aids, artificial limbs, cosmetics, telephones, sunglasses, manufacture of orthopedic devices to prescription in a retail environment, and typewriters)",NA,NA
5999,"Miscellaneous Retail Stores, NEC  (except art dealers, pet and pet supplies, hearing aids, artificial limbs, cosmetics, telephones, sunglasses, manufacture of orthopedic devices to prescription in a retail environment, and typewriters)",NA,NA
6011,Federal Reserve Banks,NA,NA
6019,"Central Reserve Depository Institutions, NEC",NA,NA
6021,National Commercial Banks (banking),NA,NA
6021,National Commercial Banks (credit card issuing),NA,NA
6022,State Commercial Banks (commercial banking),NA,NA
6022,State Commercial Banks (private and industrial banking),NA,NA
6022,State Commercial Banks (credit card issuing),NA,NA
6029,"Commercial Banks, NEC",NA,NA
6035,"Savings Institutions, Federally Chartered",NA,NA
6036,"Savings Institutions, Not Federally Chartered",NA,NA
6061,"Credit Unions, Federally Chartered",NA,NA
6062,"Credit Unions, Not Federally Chartered",NA,NA
6081,Branches and Agencies of Foreign Banks (branches),NA,NA
6081,Branches and Agencies of Foreign Banks (international trade financing),NA,NA
6081,"Branches and Agencies of Foreign Banks (agencies, except international trade financing)",NA,NA
6082,Foreign Trade and International Banking Institutions (international trade financing),NA,NA
6082,Foreign Trade and International Banking Institutions (except international trade financing),NA,NA
6091,Nondeposit Trust Facilities,NA,NA
6099,"Functions Related to Depository Banking, NEC (electronic funds transfer networks and clearinghouse associations)",NA,NA
6099,"Functions Related to Depository Banking, NEC (except electronic funds transfer networks and clearinghouses, foreign currency exchanges, escrow and fiduciary agencies and deposit brokers)",NA,NA
6099,"Functions Related to Depository Banking, NEC  (foreign currency exchange)",NA,NA
6099,"Functions Related to Depository Banking, NEC  (escrow and fiduciary agencies)",NA,NA
6111,Federal and Federally-Sponsored Credit Agencies (trade banks),NA,NA
6111,Federal and Federally-Sponsored Credit Agencies (trade banks),NA,NA
6111,Federal and Federally Sponsored Credit Agencies (secondary market financing),NA,NA
6111,"Federal and Federally-Sponsored Credit Agencies (except trade banks, secondary market financing and Federal Land Banks)",NA,NA
6141,Personal Credit Institutions (credit card issuing),NA,NA
6141,Personal Credit Institutions (installment sales finance),NA,NA
6141,"Personal Credit Institutions (except installment sales finance, industrial nondeposit banks, and credit card issuing)",NA,NA
6141,Personal Credit Institutions (industrial nondeposit banks),NA,NA
6153,"Short-Term Business Credit Institutions, Except Agricultural (credit card issuing)",NA,NA
6153,"Short-Term Business Credit Institutions, Except Agricultural (business sales finance).",NA,NA
6153,"Short Term Business Credit Institutions, Except Agricultural (short term inventory credit and purchasing accounts receivable)",NA,NA
6153,"Short-Term Business Credit Institutions, Except Agricultural (credit card service)",NA,NA
6153,"Short-Term Business Credit Institutions, Except Agricultural (except credit card service and issuing, short term inventory credit, purchasing accounts receivable, and business sales finance)",NA,NA
6159,Miscellaneous Business Credit Institutions (finance leasing combined with sales financing),NA,NA
6159,Miscellaneous Business Credit Institutions (farm mortgage companies),NA,NA
6159,Miscellaneous Business Credit Institutions (trade banks),NA,NA
6159,Miscellaneous Business Credit Institutions (secondary market financing),NA,NA
6159,"Miscellaneous Business Credit Institutions (except trade banks, farm mortgage companies, secondary market financing, and finance leasing combined with sales financing)",NA,NA
6162,Mortgage Bankers and Loan Correspondents (mortgage bankers and originators),NA,NA
6162,Mortgage Bankers and Loan Correspondents (mortgage  servicing),NA,NA
6163,Loan Brokers,NA,NA
6211,"Security Brokers, Dealers, and Flotation Companies (security dealers and underwriters)",NA,NA
6211,"Security Brokers, Dealers, and Flotation Companies (security brokers, note brokers)",NA,NA
6211,"Security Brokers, Dealers, and Flotation Companies (except security dealers and underwriters, and security, oil lease, and gas lease brokers)",NA,NA
6211,"Security Brokers, Dealers, and Flotation Companies (oil lease and gas lease brokers offices)",NA,NA
6221,Commodity Contracts Brokers and Dealers (commodity dealers),NA,NA
6221,Commodity Contracts Brokers and Dealers (commodity brokers),NA,NA
6231,Security and Commodity Exchanges,NA,NA
6282,Investment Advice (portfolio managers),NA,NA
6282,Investment Advice (except portfolio managers),NA,NA
6289,"Services Allied With the Exchange of Securities or Commodities, NEC (security custodians)",NA,NA
6289,"Services Allied With the Exchange of Securities or Commodities, NEC (except security custodians)",NA,NA
6311,Life Insurance (life insurers-direct),NA,NA
6311,Life Insurance (burial insurance),NA,NA
6311,Life Insurance (reinsurers),NA,NA
6321,Accident and Health Insurance (disability insurers-direct),NA,NA
6321,Accident and Health Insurance (health and medical insurers-direct),NA,NA
6321,Accident and Health Insurance (reinsurers),NA,NA
6321,Accident and Health Insurance (self insurers),NA,NA
6324,Hospital and Medical Service Plans (health and medical insurers-direct),NA,NA
6324,Hospital and Medical Service Plans (reinsurers),NA,NA
6324,Hospital and Medical Service Plans (self insurers),NA,NA
6331,"Fire, Marine, and Casualty Insurance (fire, marine, and casualty insurers-direct, except contact lens insurance)",NA,NA
6331,"Fire, Marine, and Casualty Insurance (contact lens insurance)",NA,NA
6331,"Fire, Marine, and Casualty Insurance (reinsurers)",NA,NA
6331,"Fire, Marine, and Casualty Insurance (self insurers)",NA,NA
6351,Surety Insurance (financial responsibility insurers-direct),NA,NA
6351,"Surety Insurance (warranty insurance, home)",NA,NA
6351,Surety Insurance (reinsurers),NA,NA
6361,Title Insurance (title insurers-direct),NA,NA
6361,Title Insurance (reinsurers),NA,NA
6371,"Pension, Health, and Welfare Funds (managers)",NA,NA
6371,"Pension, Health, and Welfare Funds (administrators)",NA,NA
6371,"Pension, Health, and Welfare Funds (pension funds)",NA,NA
6371,"Pension, Health, and Welfare Funds (health and welfare funds)",NA,NA
6371,"Pension, Health, and Welfare Funds (profit sharing funds)",NA,NA
6399,"Insurance Carriers, NEC",NA,NA
6411,"Insurance Agents, Brokers, and Service (insurance agents and brokers)",NA,NA
6411,"Insurance Agents, Brokers, and Service (insurance claims adjusters)",NA,NA
6411,"Insurance Agents, Brokers, and Service (processors)",NA,NA
6411,"Insurance Agents, Brokers, and Service (except processors, agents and brokers, and claims adjusters)",NA,NA
6512,Operators of Nonresidential Buildings (except stadium and arena owners),NA,NA
6512,Operators of Nonresidential Buildings (stadium and arena owners),NA,NA
6513,Operators of Apartment Buildings,NA,NA
6514,Operators of Dwellings Other Than Apartment Buildings,NA,NA
6515,Operators of Residential Mobile Home Sites,NA,NA
6517,Lessors of Railroad Property,NA,NA
6519,"Lessors of Real Property, NEC",NA,NA
6531,Real Estate Agents and Managers (operating housing authorities),NA,NA
6531,Real Estate Agents and Managers (agents and brokers),NA,NA
6531,Real Estate Agents and Managers (residential property managers),NA,NA
6531,Real Estate Agents and Managers (nonresidential property managers),NA,NA
6531,Real Estate Agents and Managers (appraisers),NA,NA
6531,"Real Estate Agents and Managers (except property managers, condominium associations, cemetery management, agents and brokers, operating housing authorities, and appraisers)",NA,NA
6531,Real Estate Agents and Managers (cemetery management),NA,NA
6531,Real Estate Agents and Managers (condominium associations),NA,NA
6541,Title Abstract Offices,NA,NA
6552,"Land Subdividers and Developers, Except Cemeteries",NA,NA
6553,Cemetery Subdividers and Developers,NA,NA
6712,Offices of Bank Holding Companies,NA,NA
6719,"Offices of Holding Companies, NEC",NA,NA
6722,"Management Investment Offices, Open-End",NA,NA
6726,"Unit Investment Trusts, Face-Amount Certificate Offices, and Closed-End Management Investment Offices",NA,NA
6732,"Educational, Religious, and Charitable Trusts",NA,NA
6733,"Trusts, Except Educational, Religious, and Charitable (managers)",NA,NA
6733,"Trusts, Except Educational, Religious, and Charitable (administrators of private estates)",NA,NA
6733,"Trusts, Except Educational, Religious, and Charitable (vacation funds for employees)",NA,NA
6733,"Trusts, Except Educational, Religious, and Charitable (personal trusts, estates, and agency accounts)",NA,NA
6792,Oil Royalty Traders (investing on own account),NA,NA
6792,Oil Royalty Traders (oil and gas royalty leasing),NA,NA
6794,Patent Owners and Lessors,NA,NA
6798,Real Estate Investment Trusts,NA,NA
6798,Real Estate Investment Trusts,NA,NA
6798,Real Estate Investment Trusts,NA,NA
6798,Real Estate Investment Trusts,NA,NA
6798,Real Estate Investment Trusts,NA,NA
6799,"Investors, NEC (commodity contract trading companies)",NA,NA
6799,"Investors, NEC (venture capital companies, investment clubs, and speculators for own account)",NA,NA
6799,"Investors, NEC (commodity contract pool operators)",NA,NA
7011,"Hotels and Motels (hotels, except casino hotels, and motels)",NA,NA
7011,Hotels and Motels (casino hotels),NA,NA
7011,Hotels and Motels (bed and breakfast inns),NA,NA
7011,"Hotels and Motels (except hotels, motels, and bed and breakfast inns)",NA,NA
7021,Rooming and Boarding Houses,NA,NA
7032,Sporting and Recreational Camps,NA,NA
7033,Recreational Vehicle Parks and Campsites,NA,NA
7041,"Organization Hotels and Lodging Houses, on Membership Basis (hotels)",NA,NA
7041,"Organization Hotels and Lodging Houses, on Membership Basis (except hotels)",NA,NA
7211,"Power Laundries, Family and Commercial",NA,NA
7212,"Garment Pressing, and Agents for Laundries and Drycleaners",NA,NA
7213,Linen Supply,NA,NA
7215,Coin-Operated Laundry and Drycleaning,NA,NA
7216,"Drycleaning Plants, Except Rug Cleaning",NA,NA
7217,Carpet and Upholstery Cleaning,NA,NA
7218,Industrial Launderers,NA,NA
7219,"Laundry and Garment Services, NEC (alteration and repair)",NA,NA
7219,"Laundry and Garment Services, NEC (except diaper service and clothing alteration and repair)",NA,NA
7219,"Laundry and Garment Services, NEC (diaper service)",NA,NA
7221,"Photographic Studios, Portrait",NA,NA
7231,Beauty Shops (beauty and cosmetology schools),NA,NA
7231,Beauty Shops (except beauty and cosmetology schools and manicure and pedicure salons),NA,NA
7231,Beauty Shops (manicure and pedicure salons),NA,NA
7241,Barber Shops (barber colleges),NA,NA
7241,Barber Shops (except barber colleges),NA,NA
7251,Shoe Repair Shops and Shoeshine Parlors (shoe repair shops),NA,NA
7251,Shoe Repair Shops and Shoeshine Parlors (hatcleaning and blocking shops),NA,NA
7251,Shoe Repair Shops and Shoeshine Parlors (shoeshine parlors),NA,NA
7261,Funeral Services and Crematories (funeral homes and services),NA,NA
7261,Funeral Services and Crematories (crematories),NA,NA
7291,Tax Return Preparation Services,NA,NA
7299,"Miscellaneous Personal Services, NEC (formal wear and costume rental)",NA,NA
7299,"Miscellaneous Personal Services, NEC (consumer credit and debt counseling services)",NA,NA
7299,"Miscellaneous Personal Services, NEC (babysitting bureaus)",NA,NA
7299,"Miscellaneous Personal Services, NEC (consumer bartering services)",NA,NA
7299,"Miscellaneous Personal Services, NEC (diet and weight reducing services)",NA,NA
7299,"Miscellaneous Personal Services, NEC (personal care services)",NA,NA
7299,"Miscellaneous Personal Services, NEC (valet parking services)",NA,NA
7299,"Miscellaneous Personal Services, NEC (except diet and weight reducing services, personal care services, valet parking services, babysitting bureaus, debt and credit counseling, consumer bartering services, and formal wear and costume rental)",NA,NA
7311,Advertising Agencies,NA,NA
7312,Outdoor Advertising Services,NA,NA
7313,"Radio, Television, and Publishers’ Advertising Representatives",NA,NA
7319,"Advertising, NEC (using general purpose aircraft for aerial advertising and a variety of other services)",NA,NA
7319,"Advertising, NEC (media buying services)",NA,NA
7319,"Advertising, NEC (display advertising, aerial advertising using special purpose aircraft, such as blimps)",NA,NA
7319,"Advertising, NEC (advertising materials distributor)",NA,NA
7319,"Advertising, NEC (except media buying, display advertising, except outdoor; and advertising material distributors)",NA,NA
7322,Adjustment and Collection Services,NA,NA
7323,Credit Reporting Services,NA,NA
7331,Direct Mail Advertising Services (mailing list compilers),NA,NA
7331,Direct Mail Advertising Services (except mailing list compilers),NA,NA
7334,Photocopying and Duplicating Services (quick printing),NA,NA
7334,Photocopying and Duplicating Services (except quick printing),NA,NA
7335,Commercial Photography (using general purpose aircraft for aerial photography and a variety of other services),NA,NA
7335,Commercial Photography (except using general purpose aircraft for aerial photography and a variety of other services),NA,NA
7336,Commercial Art and Graphic Design,NA,NA
7338,Secretarial and Court Reporting (secretarial services),NA,NA
7338,Secretarial and Court Reporting (court reporting services),NA,NA
7342,Disinfecting and Pest Control Services (exterminating and pest control),NA,NA
7342,Disinfecting and Pest Control Services (except exterminating and pest control),NA,NA
7349,"Building Cleaning and Maintenance Services, NEC (janitorial services)",NA,NA
7349,"Building Cleaning and Maintenance Services, NEC (services to buildings and dwellings, except janitorial services)",NA,NA
7352,Medical Equipment Rental and Leasing (home health furniture and equipment rental and leasing),NA,NA
7352,"Medical Equipment Rental and Leasing (medical machinery and equipment, except home health furniture and equipment, rental and leasing)",NA,NA
7353,Heavy Construction Equipment Rental and Leasing (rental of construction equipment [except cranes] with operator),NA,NA
7353,Heavy Construction Equipment Rental and Leasing (crane rental with operator),NA,NA
7353,Heavy Construction Equipment Rental and Leasing (heavy construction equipment rental without operators),NA,NA
7359,"Equipment Rental and Leasing, NEC (appliances; TVs, VCRs, and other consumer electronic equipment rental)",NA,NA
7359,"Equipment Rental and Leasing, NEC (except aircraft; industrial truck and equipment; TV, VCR, and other consumer electronic equipment; appliances; general rental centers; portable toilets; office machines; oil field and oil well drilling equipment; and home and garden equipment rental and leasing)",NA,NA
7359,"Equipment Rental and Leasing, NEC (general rental centers and home and garden equipment rental centers)",NA,NA
7359,"Equipment Rental and Leasing, NEC (aircraft rental and leasing)",NA,NA
7359,"Equipment Rental and Leasing, NEC (oil field and well drilling equipment)",NA,NA
7359,"Equipment Rental and Leasing, NEC (office machine rental and leasing)",NA,NA
7359,"Equipment Rental and Leasing, NEC (industrial truck and equipment rental and leasing)",NA,NA
7359,"Equipment Rental and Leasing, NEC (portable toilet rental)",NA,NA
7361,Employment Agencies (executive placement services),NA,NA
7361,Employment Agencies (except executive placement services),NA,NA
7361,Employment Agencies (executive placement services),NA,NA
7363,Help Supply Services (temporary help services),NA,NA
7363,"Help Supply Services (employee leasing services, professional employer organizations)",NA,NA
7371,Computer Programming Services,NA,NA
7372,Prepackaged Software (mass reproduction of software),NA,NA
7372,Prepackaged Software (software publishing),NA,NA
7373,Computer Integrated Systems Design,NA,NA
7374,Computer Processing and Data Preparation and Processing Services,NA,NA
7375,Information Retrieval Services (Internet service providers and Internet access providers),NA,NA
7375,Information Retrieval Services (Internet service providers and Internet access providers),NA,NA
7376,Computer Facilities Management Services,NA,NA
7377,Computer Rental and Leasing,NA,NA
7378,Computer Maintenance and Repair (sales locations providing supporting repair services as major source of receipts),NA,NA
7378,Computer Maintenance and Repair (except sales locations providing supporting repair services as major source of revenue),NA,NA
7379,"Computer Related Services, NEC (disk conversion services)",NA,NA
7379,"Computer Related Services, NEC (computer systems consultants)",NA,NA
7379,"Computer Related Services, NEC (except computer systems consultants and disk conversion services)",NA,NA
7381,"Detective, Guard, and Armored Car Services (detective services)",NA,NA
7381,"Detective, Guard, and Armored Car Services (guard services)",NA,NA
7381,"Detective, Guard, and Armored Car Services (armored car services)",NA,NA
7382,Security Systems Services,NA,NA
7383,News Syndicates (except independent news correspondents),NA,NA
7383,News Syndicates (independent news correspondents),NA,NA
7384,Photofinishing Laboratories (except one-hour),NA,NA
7384,Photofinishing Laboratories (one-hour),NA,NA
7389,"Business Services, NEC (tobacco sheeting service)",NA,NA
7389,"Business Services, NEC (sponging, shrinking, etc. fabric for tailors and dress makers, batik work)",NA,NA
7389,"Business Services, NEC (embroidery of advertising on shirts and rug binding for the trade)",NA,NA
7389,"Business Services, NEC (aerosol packaging, solvent recovery service-contract)",NA,NA
7389,"Business Services, NEC (yacht brokers)",NA,NA
7389,"Business Services, NEC (driving services, e.g., auto or truck delivery and pilot car services)",NA,NA
7389,"Business Services, NEC (post office contract stations)",NA,NA
7389,"Business Services, NEC (recording studios)",NA,NA
7389,"Business Services, NEC (audio taping services)",NA,NA
7389,"Business Services, NEC (microfilm services)",NA,NA
7389,"Business Services, NEC (press clipping services and stock photo agencies)",NA,NA
7389,"Business Services, NEC (credit card and check validation service)",NA,NA
7389,"Business Services, NEC (process services, patent agents, notaries public, paralegal services )",NA,NA
7389,"Business Services, NEC (drafting service)",NA,NA
7389,"Business Services, NEC (home and building inspection services)",NA,NA
7389,"Business Services, NEC (map making services)",NA,NA
7389,"Business Services, NEC (interior design)",NA,NA
7389,"Business Services, NEC (industrial design)",NA,NA
7389,"Business Services, NEC (fashion, furniture, and other design services)",NA,NA
7389,"Business Services, NEC (distribution of telephone directories on a fee or contract basis)",NA,NA
7389,"Business Services, NEC (sign painting and lettering, showcard painting, mannequin decorating service and other advertising related business services)",NA,NA
7389,"Business Services, NEC (translation and interpretation services)",NA,NA
7389,"Business Services (appraisers except insurance and real estate, outplacement services, and miscellaneous professional, scientific, and technical services)",NA,NA
7389,"Business Services, NEC (radio transcription services)",NA,NA
7389,"Business Services, NEC (telephone answering services)",NA,NA
7389,"Business Services, NEC (telemarketing bureaus and telephone soliciting)",NA,NA
7389,"Business Services, NEC (private mail centers and mailbox rental)",NA,NA
7389,"Business Services, NEC (other business service centers, except private mail centers and mailbox rental)",NA,NA
7389,"Business Services, NEC (tax collection for federal, state, or local agencies)",NA,NA
7389,"Business Services, NEC (recovery and repossession services)",NA,NA
7389,"Business Services, NEC (business support services except telephone answering, telemarketing bureaus, private mail centers and repossession services)",NA,NA
7389,"Business Services, NEC (convention and visitors bureaus, tourist information bureaus)",NA,NA
7389,"Business Services, NEC (reservation systems for hotels, restaurants, and time-share condominium exchanges)",NA,NA
7389,"Business Services, NEC (swimming pool cleaning and maintenance)",NA,NA
7389,"Business Services, NEC (packaging and labeling services)",NA,NA
7389,"Business Services, NEC (convention and trade show services)",NA,NA
7389,"Business Services, NEC (other support services except packaging and labeling, convention and trade shows services, convention and visitor bureaus, tourist information bureaus)",NA,NA
7389,"Business Services, NEC (promoters of air shows, heritage festivals, and ethnic festivals with facilities)",NA,NA
7389,"Business Services, NEC (promoters of air shows, heritage festivals, and ethnic festivals without facilities)",NA,NA
7389,"Business Services, NEC (agents and brokers for authors and artists and speaker bureaus)",NA,NA
7389,"Business Services, NEC (apparel pressing service for the trade)",NA,NA
7389,Miscellaneous Business Services (bail bonding),NA,NA
7513,Truck Rental and Leasing Without Drivers,NA,NA
7514,Passenger Car Rental,NA,NA
7515,Passenger Car Leasing,NA,NA
7519,Utility Trailers and Recreational Vehicle Rental,NA,NA
7521,Automobile Parking,NA,NA
7532,"Top, Body, and Upholstery Repair Shops and Paint Shops",NA,NA
7533,Automotive Exhaust System Repair Shops,NA,NA
7534,Tire Retreading and Repair Shops (rebuilding tires and retreaded tire manufacturing),NA,NA
7534,Tire Retreading and Repair Shops (tire repair),NA,NA
7536,Automotive Glass Replacement Shops,NA,NA
7537,Automotive Transmission Repair Shops,NA,NA
7538,General Automotive Repair Shops,NA,NA
7539,"Automotive Repair Shops, NEC (except automotive air-conditioning repair)",NA,NA
7539,"Automotive Repair Shops, NEC (automotive air-conditioning repair)",NA,NA
7542,Carwashes,NA,NA
7549,"Automotive Services, Except Repair and Carwashes (towing)",NA,NA
7549,"Automotive Services, Except Repair and Carwashes (automotive window tinting)",NA,NA
7549,"Automotive Services, Except Repair and Carwashes (lubricating service, automotive)",NA,NA
7549,"Automotive Services, Except Repair and Carwashes (except automotive lubricating, automotive window tinting, and towing services)",NA,NA
7622,Radio and Television Repair Shops (household antenna installation and household-type satellite dish installation),NA,NA
7622,Radio and Television Repair Shops (new retail sales combined with repair-repair services as major source of receipts),NA,NA
7622,"Radio and Television Repair Shops (stereo, TV, VCR, and radio repair)",NA,NA
7622,Radio and Television Repair Shops (telecommunication equipment repair),NA,NA
7623,Refrigeration and Air-Conditioning Services and Repair Shops (new retail sales combined with repair-repair services as major source of receipts),NA,NA
7623,Refrigeration and Air-Conditioning Services and Repair Shops (commercial refrigerator equipment repair),NA,NA
7623,"Refrigeration and Air-Conditioning Service and Repair Shops (except commercial refrigeration equipment repair, and sales locations with repair as major source of receipts)",NA,NA
7629,"Electrical and Electronic Repair Shops, NEC (new retail sales combined with repair-repair services as major source of receipts)",NA,NA
7629,"Electrical and Electronic Repair Shops, NEC (other consumer electronic equipment, except business and office machines, telephones, and appliances-repair and maintenance)",NA,NA
7629,"Electrical and Electronic Repair Shops, NEC (business and office machine repair, electrical)",NA,NA
7629,"Electrical and Electronic Repair Shops, NEC (telephone set repair)",NA,NA
7629,"Electrical and Electronic Repair Shops, NEC (electrical measuring instrument repair and calibration, medical electrical equipment repair)",NA,NA
7629,"Electrical and Electronic Repair Shops, NEC (electrical appliance repair, washing machine repair, electric razor repair)",NA,NA
7631,"Watch, Clock, and Jewelry Repair (new retail sales combined with repair-repair services as major source of receipts)",NA,NA
7631,"Watch, Clock, and Jewelry Repair (except new retail sales combined with repair services)",NA,NA
7641,Reupholstery and Furniture Repair,NA,NA
7692,Welding Repair,NA,NA
7694,Armature Rewinding Shops (remanufacturing),NA,NA
7694,Armature Rewinding Shops (repair),NA,NA
7699,"Repair Shops and Related Services, NEC (farriers)",NA,NA
7699,"Repair Shops and Related Services, NEC (boiler cleaning, chipping, and scaling)",NA,NA
7699,"Repair Shops and Related Services, NEC (new power tool retail sales combined with repair-repair services as major source of receipts)",NA,NA
7699,"Repair Shops and Related Services, NEC (new lawn and garden equipment retail sales combined with repair-repair services as major source of receipts)",NA,NA
7699,"Repair Shops and Related Services, NEC (custom picture framing shops)",NA,NA
7699,"Repair Shops and Related Services, NEC (new bicycle retail sales combined with repair-repair services for bicycles as major source of receipts)",NA,NA
7699,"Repair Shops and Related Services, NEC (ship scaling)",NA,NA
7699,"Repair Shops and Related Services, NEC (locksmith shops)",NA,NA
7699,"Repair Shops and Related Services, NEC (furnace, duct, gutter, and drain cleaning services)",NA,NA
7699,"Repair Shops and Related Services, NEC (cesspool and septic tank cleaning)",NA,NA
7699,"Repair Shops and Related Services, NEC (sewer cleaning and rodding)",NA,NA
7699,"Repair Shops and Related Services, NEC (taxidermists and antique repair and restoration, except antique car restoration)",NA,NA
7699,"Repair Shops and Related Services, NEC (camera repair)",NA,NA
7699,"Repair Shops and Related Services, NEC (typewriter repair, refilling or recycling ink jet cartridges)",NA,NA
7699,"Repair Shops and Related Services, NEC (dental instrument repair, laboratory instrument repair, medical equipment and other electronic and precision equipment repair, except typewriters)",NA,NA
7699,"Repair Shops and Related Services, NEC (other non-automotive transportation equipment and industrial machines and equipment, and sharpening commercial blades)",NA,NA
7699,"Repair Shops and Related Services, NEC (lawnmower repair shops, sharpening and repairing knives, saws and tools)",NA,NA
7699,"Repair Shops and Related Services, NEC (gas appliance repair service, sewing machine repair, stove repair shops, and other non-electrical appliance)",NA,NA
7699,"Repair Shops and Related Services, NEC (leather goods repair shops, luggage repair shops, pocketbook repair shops)",NA,NA
7699,"Repair Shops and Related Services, NEC (except industrial, electronic, home and garden, appliance, and leather goods)",NA,NA
7812,Motion Picture and Video Tape Production,NA,NA
7819,Services Allied to Motion Picture Production (reproduction of video),NA,NA
7819,Services Allied to Motion Picture Production (teleproduction and postproduction services),NA,NA
7819,"Services Allied to Motion Picture Production (except casting bureaus, wardrobe and equipment rental, talent payment services, teleproduction and other postproduction services, reproduction of videos, independent film directors, and other independent motion picture production related services)",NA,NA
7819,Services Allied to Motion Picture Production (wardrobe rental for motion picture film production),NA,NA
7819,Services Allied to Motion Picture Production (motion picture equipment rental),NA,NA
7819,Services Allied to Motion Picture Production (talent payment services),NA,NA
7819,Services Allied to Motion Picture Production (motion picture consulting),NA,NA
7819,Services Allied to Motion Picture Production (casting bureaus),NA,NA
7819,"Services Allied to Motion Picture Production (film directors and related motion picture production services, independent)",NA,NA
7822,Motion Picture and Video Tape Distribution (prerecorded video tape and cassette wholesalers),NA,NA
7822,Motion Picture and Video Tape Distribution (except video tape and cassette wholesalers),NA,NA
7829,Services Allied to Motion Picture Distribution (commercial distribution film libraries),NA,NA
7829,Services Allied to Motion Picture Distribution (except commercial film distribution libraries and film archives),NA,NA
7829,Services Allied to Motion Picture Distribution (film archives),NA,NA
7832,"Motion Picture Theaters, Except Drive-In",NA,NA
7833,Drive-In Motion Picture Theaters,NA,NA
7841,Video Tape Rental,NA,NA
7911,"Dance Studios, Schools, and Halls (dance instructors, and professional and other dance schools)",NA,NA
7911,"Dance Studios, Schools, and Halls (except instruction)",NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (producers of radio programs),NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical equipment rental),NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (casting agencies and television employment agencies),NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical ticket agencies),NA,NA
7922,"Theatrical Producers (Except Motion Pictures) and Miscellaneous Theatrical Services (theater companies, opera companies)",NA,NA
7922,Theatrical Producers (Except Motion Pictures) and Miscellaneous Theatrical Services (ballet and dance companies),NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theater operators),NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical promoters),NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical agents),NA,NA
7922,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Services (theatrical costume design),NA,NA
7929,"Bands, Orchestras, Actors, and Other Entertainers Entertainment Groups (musical groups, musical artists, and orchestras)",NA,NA
7929,"Bands, Orchestras, Actors, and Entertainment Groups, (except musical groups, musical artists, orchestras, actors, and actresses)",NA,NA
7929,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups (actors and actresses)",NA,NA
7933,Bowling Centers,NA,NA
7941,Professional Sports Clubs and Promoters (professional sports clubs),NA,NA
7941,Professional Sports Clubs and Promoters (stadium operators promoting events in their own facilities),NA,NA
7941,Professional Sports Clubs and Promoters (sports promoters),NA,NA
7941,Professional Sports Clubs and Promoters (sports agents),NA,NA
