isco1988,isco1988_title,soc2010,soc2010_title
7232,Aircraft Engine Mechanics and Fitters,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7232,Aircraft Engine Mechanics and Fitters,49-3011,Aircraft Mechanics and Service Technicians
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-3041,Farm Equipment Mechanics and Service Technicians
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines"
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-3043,Rail Car Repairers
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-9041,Industrial Machinery Mechanics
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-9043,"Maintenance Workers, Machinery"
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-9044,Millwrights
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-9045,"Refractory Materials Repairers, Except Brickmasons"
7233,Agricultural- or Industrial-machinery Mechanics and Fitters,49-9081,Wind Turbine Service Technicians
7241,Electrical Mechanics and Fitters,47-4021,Elevator Installers and Repairers
7241,Electrical Mechanics and Fitters,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7241,Electrical Mechanics and Fitters,49-2092,"Electric Motor, Power Tool, and Related Repairers"
7241,Electrical Mechanics and Fitters,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7241,Electrical Mechanics and Fitters,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
7241,Electrical Mechanics and Fitters,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
7241,Electrical Mechanics and Fitters,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles"
7241,Electrical Mechanics and Fitters,49-2098,Security and Fire Alarm Systems Installers
7241,Electrical Mechanics and Fitters,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics
7241,Electrical Mechanics and Fitters,49-9011,Mechanical Door Repairers
7241,Electrical Mechanics and Fitters,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door"
7241,Electrical Mechanics and Fitters,49-9031,Home Appliance Repairers
7241,Electrical Mechanics and Fitters,49-9097,Signal and Track Switch Repairers
7242,Electronics Fitters,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7242,Electronics Fitters,49-2011,"Computer, Automated Teller, and Office Machine Repairers"
7242,Electronics Fitters,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs"
7242,Electronics Fitters,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7242,Electronics Fitters,49-2091,Avionics Technicians
7242,Electronics Fitters,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7242,Electronics Fitters,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
7242,Electronics Fitters,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
7242,Electronics Fitters,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles"
7242,Electronics Fitters,49-2097,Electronic Home Entertainment Equipment Installers and Repairers
7242,Electronics Fitters,49-9052,Telecommunications Line Installers and Repairers
7243,Electronics Mechanics and Servicers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7243,Electronics Mechanics and Servicers,49-2011,"Computer, Automated Teller, and Office Machine Repairers"
7243,Electronics Mechanics and Servicers,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs"
7243,Electronics Mechanics and Servicers,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7243,Electronics Mechanics and Servicers,49-2091,Avionics Technicians
7243,Electronics Mechanics and Servicers,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7243,Electronics Mechanics and Servicers,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment"
7243,Electronics Mechanics and Servicers,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
7243,Electronics Mechanics and Servicers,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles"
7243,Electronics Mechanics and Servicers,49-2097,Electronic Home Entertainment Equipment Installers and Repairers
7243,Electronics Mechanics and Servicers,49-9052,Telecommunications Line Installers and Repairers
7244,Telegraph and Telephone Installers and Servicers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7244,Telegraph and Telephone Installers and Servicers,49-2011,"Computer, Automated Teller, and Office Machine Repairers"
7244,Telegraph and Telephone Installers and Servicers,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs"
7244,Telegraph and Telephone Installers and Servicers,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7244,Telegraph and Telephone Installers and Servicers,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7244,Telegraph and Telephone Installers and Servicers,49-2097,Electronic Home Entertainment Equipment Installers and Repairers
7244,Telegraph and Telephone Installers and Servicers,49-9052,Telecommunications Line Installers and Repairers
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-2011,"Computer, Automated Teller, and Office Machine Repairers"
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairs"
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-2097,Electronic Home Entertainment Equipment Installers and Repairers
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-9051,Electrical Power-Line Installers and Repairers
7245,"Electrical Line Installers, Repairers and Cable Jointers",49-9052,Telecommunications Line Installers and Repairers
7311,Precision-instrument Makers and Repairers,29-2091,Orthotists and Prosthetists
7311,Precision-instrument Makers and Repairers,29-2092,Hearing Aid Specialists
7311,Precision-instrument Makers and Repairers,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7311,Precision-instrument Makers and Repairers,49-9061,Camera and Photographic Equipment Repairers
7311,Precision-instrument Makers and Repairers,49-9062,Medical Equipment Repairers
7311,Precision-instrument Makers and Repairers,49-9064,Watch Repairers
7311,Precision-instrument Makers and Repairers,49-9069,"Precision Instrument and Equipment Repairers, All Other"
7311,Precision-instrument Makers and Repairers,51-9081,Dental Laboratory Technicians
7311,Precision-instrument Makers and Repairers,51-9082,Medical Appliance Technicians
7312,Musical Instrument Makers and Tuners,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers"
7312,Musical Instrument Makers and Tuners,49-9063,Musical Instrument Repairers and Tuners
7313,Jewellery and Precious-metal Workers,51-9071,Jewelers and Precious Stone and Metal Workers
7321,"Abrasive Wheel Formers, Potters and Related Workers",27-1012,Craft Artists
7321,"Abrasive Wheel Formers, Potters and Related Workers",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
7322,"Glass-makers, Cutters, Grinders and Finishers",27-1023,Floral Designers
7322,"Glass-makers, Cutters, Grinders and Finishers",51-9022,"Grinding and Polishing Workers, Hand"
7322,"Glass-makers, Cutters, Grinders and Finishers",51-9031,"Cutters and Trimmers, Hand"
7322,"Glass-makers, Cutters, Grinders and Finishers",51-9083,Ophthalmic Laboratory Technicians
7322,"Glass-makers, Cutters, Grinders and Finishers",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
7323,Glass Engravers and Etchers,51-9123,"Painting, Coating, and Decorating Workers"
7323,Glass Engravers and Etchers,51-9194,Etchers and Engravers
7324,"Glass, Ceramics and Related Decorative Painters",51-9123,"Painting, Coating, and Decorating Workers"
7324,"Glass, Ceramics and Related Decorative Painters",51-9194,Etchers and Engravers
7331,Handicraft Workers in Wood and Related Materials,27-1012,Craft Artists
7331,Handicraft Workers in Wood and Related Materials,51-7099,"Woodworkers, All Other"
7332,"Handicraft Workers in Textile, Leather and Related Materials",51-6041,Shoe and Leather Workers and Repairers
7341,"Compositors, Typesetters and Related Workers",43-9031,Desktop Publishers
7341,"Compositors, Typesetters and Related Workers",51-5111,Prepress Technicians and Workers
7341,"Compositors, Typesetters and Related Workers",51-5112,Printing Press Operators
7342,Stereotypers and Electrotypers,43-9031,Desktop Publishers
7342,Stereotypers and Electrotypers,51-5111,Prepress Technicians and Workers
7343,Printing Engravers and Etchers,43-9031,Desktop Publishers
7343,Printing Engravers and Etchers,51-5111,Prepress Technicians and Workers
7344,Photographic and Related Workers,51-9151,Photographic Process Workers and Processing Machine Operators
7345,Bookbinders and Related Workers,51-5113,Print Binding and Finishing Workers
7346,"Silk-screen, Block and Textile Printers",51-5112,Printing Press Operators
7411,"Butchers, Fishmongers and Related Food Preparers",51-3021,Butchers and Meat Cutters
7411,"Butchers, Fishmongers and Related Food Preparers",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
7411,"Butchers, Fishmongers and Related Food Preparers",51-3023,Slaughterers and Meat Packers
7411,"Butchers, Fishmongers and Related Food Preparers",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
7412,"Bakers, Pastry-cooks and Confectionery Makers",51-3011,Bakers
7413,Dairy-products Makers,51-3092,Food Batchmakers
7413,Dairy-products Makers,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
7414,"Fruit, Vegetable and Related Preservers",51-3093,Food Cooking Machine Operators and Tenders
7414,"Fruit, Vegetable and Related Preservers",51-3099,"Food Processing Workers, All Other"
7415,Food and Beverage Tasters and Graders,45-2011,Agricultural Inspectors
7415,Food and Beverage Tasters and Graders,45-2041,"Graders and Sorters, Agricultural Products"
7416,Tobacco Preparers and Tobacco Products Makers,45-2041,"Graders and Sorters, Agricultural Products"
7416,Tobacco Preparers and Tobacco Products Makers,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
7416,Tobacco Preparers and Tobacco Products Makers,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
7421,Wood Treaters,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
7421,Wood Treaters,51-9191,Adhesive Bonding Machine Operators and Tenders
7422,Cabinet-makers and Related Workers,51-7011,Cabinetmakers and Bench Carpenters
7422,Cabinet-makers and Related Workers,51-7021,Furniture Finishers
7422,Cabinet-makers and Related Workers,51-7031,"Model Makers, Wood"
7422,Cabinet-makers and Related Workers,51-7032,"Patternmakers, Wood"
7423,Woodworking-machine Setters and Setter-operators,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
7424,"Basketry Weavers, Brush Makers and Related Workers",27-1012,Craft Artists
7424,"Basketry Weavers, Brush Makers and Related Workers",51-7099,"Woodworkers, All Other"
7431,Fibre Preparers,51-6041,Shoe and Leather Workers and Repairers
7432,"Weavers, Knitters and Related Workers",51-6041,Shoe and Leather Workers and Repairers
7432,"Weavers, Knitters and Related Workers",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
7433,"Tailors, Dressmakers and Hatters",51-6052,"Tailors, Dressmakers, and Custom Sewers"
7434,Furriers and Related Workers,51-6052,"Tailors, Dressmakers, and Custom Sewers"
7435,"Textile, Leather and Related Pattern-makers and Cutters",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders"
7435,"Textile, Leather and Related Pattern-makers and Cutters",51-6092,Fabric and Apparel Patternmakers
7435,"Textile, Leather and Related Pattern-makers and Cutters",51-9031,"Cutters and Trimmers, Hand"
7436,"Sewers, Embroiderers and Related Workers",49-9093,"Fabric Menders, Except Garment"
7436,"Sewers, Embroiderers and Related Workers",51-6041,Shoe and Leather Workers and Repairers
7436,"Sewers, Embroiderers and Related Workers",51-6051,"Sewers, Hand"
7437,Upholsterers and Related Workers,51-6093,Upholsterers
7441,"Pelt Dressers, Tanners and Fellmongers",45-2041,"Graders and Sorters, Agricultural Products"
7441,"Pelt Dressers, Tanners and Fellmongers",51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
7442,Shoe-makers and Related Workers,51-6041,Shoe and Leather Workers and Repairers
8111,Mining-plant Operators,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers
8111,Mining-plant Operators,47-5021,"Earth Drillers, Except Oil and Gas"
8111,Mining-plant Operators,47-5041,Continuous Mining Machine Operators
8111,Mining-plant Operators,47-5042,Mine Cutting and Channeling Machine Operators
8111,Mining-plant Operators,47-5049,"Mining Machine Operators, All Other"
8111,Mining-plant Operators,47-5051,"Rock Splitters, Quarry"
8111,Mining-plant Operators,47-5061,"Roof Bolters, Mining"
8111,Mining-plant Operators,53-7032,Excavating and Loading Machine and Dragline Operators
8111,Mining-plant Operators,53-7033,"Loading Machine Operators, Underground Mining"
8112,Mineral-ore- and Stone-processing-plant Operators,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8112,Mineral-ore- and Stone-processing-plant Operators,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
8113,Well Drillers and Borers and Related Workers,47-5011,"Derrick Operators, Oil and Gas"
8113,Well Drillers and Borers and Related Workers,47-5012,"Rotary Drill Operators, Oil and Gas"
8113,Well Drillers and Borers and Related Workers,47-5013,"Service Unit Operators, Oil, Gas, and Mining"
8113,Well Drillers and Borers and Related Workers,47-5021,"Earth Drillers, Except Oil and Gas"
8113,Well Drillers and Borers and Related Workers,47-5071,"Roustabouts, Oil and Gas"
8113,Well Drillers and Borers and Related Workers,53-7073,Wellhead Pumpers
8121,Ore and Metal Furnace Operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8121,Ore and Metal Furnace Operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8121,Ore and Metal Furnace Operators,51-4051,Metal-Refining Furnace Operators and Tenders
8121,Ore and Metal Furnace Operators,51-4052,"Pourers and Casters, Metal"
8121,Ore and Metal Furnace Operators,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8122,"Metal Melters, Casters and Rolling-mill Operators",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8122,"Metal Melters, Casters and Rolling-mill Operators",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8122,"Metal Melters, Casters and Rolling-mill Operators",51-4051,Metal-Refining Furnace Operators and Tenders
8122,"Metal Melters, Casters and Rolling-mill Operators",51-4052,"Pourers and Casters, Metal"
8122,"Metal Melters, Casters and Rolling-mill Operators",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8123,Metal-heat-treating-plant Operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8123,Metal-heat-treating-plant Operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8123,Metal-heat-treating-plant Operators,51-4051,Metal-Refining Furnace Operators and Tenders
8123,Metal-heat-treating-plant Operators,51-4052,"Pourers and Casters, Metal"
8123,Metal-heat-treating-plant Operators,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8124,Metal Drawers and Extruders,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8124,Metal Drawers and Extruders,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8124,Metal Drawers and Extruders,51-4051,Metal-Refining Furnace Operators and Tenders
8124,Metal Drawers and Extruders,51-4052,"Pourers and Casters, Metal"
8124,Metal Drawers and Extruders,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8131,Glass and Ceramics Kiln and Related Machine Operators,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8131,Glass and Ceramics Kiln and Related Machine Operators,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8131,Glass and Ceramics Kiln and Related Machine Operators,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
8131,Glass and Ceramics Kiln and Related Machine Operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8131,Glass and Ceramics Kiln and Related Machine Operators,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8131,Glass and Ceramics Kiln and Related Machine Operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8139,"Glass, Ceramics and Related Plant Operators Not Elsewhere Classified",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8139,"Glass, Ceramics and Related Plant Operators Not Elsewhere Classified",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8139,"Glass, Ceramics and Related Plant Operators Not Elsewhere Classified",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
8139,"Glass, Ceramics and Related Plant Operators Not Elsewhere Classified",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8139,"Glass, Ceramics and Related Plant Operators Not Elsewhere Classified",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8139,"Glass, Ceramics and Related Plant Operators Not Elsewhere Classified",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8141,Wood-processing-plant Operators,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood"
8142,Paper-pulp Plant Operators,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
8142,Paper-pulp Plant Operators,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
8142,Paper-pulp Plant Operators,51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
8143,Papermaking-plant Operators,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
8143,Papermaking-plant Operators,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
8143,Papermaking-plant Operators,51-9196,"Paper Goods Machine Setters, Operators, and Tenders"
8151,"Crushing-, Grinding- and Chemical-mixing Machinery Operators",51-9011,Chemical Equipment Operators and Tenders
8151,"Crushing-, Grinding- and Chemical-mixing Machinery Operators",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8151,"Crushing-, Grinding- and Chemical-mixing Machinery Operators",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8152,Chemical-heat-treating-plant Operators,51-8091,Chemical Plant and System Operators
8152,Chemical-heat-treating-plant Operators,51-9011,Chemical Equipment Operators and Tenders
8152,Chemical-heat-treating-plant Operators,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8152,Chemical-heat-treating-plant Operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8153,Chemical-filtering- and Separating-equipment Operators,51-8091,Chemical Plant and System Operators
8153,Chemical-filtering- and Separating-equipment Operators,51-9011,Chemical Equipment Operators and Tenders
8153,Chemical-filtering- and Separating-equipment Operators,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8153,Chemical-filtering- and Separating-equipment Operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8154,Chemical-still and Reactor Operators (except Petroleum and Natural Gas),51-8091,Chemical Plant and System Operators
8154,Chemical-still and Reactor Operators (except Petroleum and Natural Gas),51-9011,Chemical Equipment Operators and Tenders
8154,Chemical-still and Reactor Operators (except Petroleum and Natural Gas),51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8154,Chemical-still and Reactor Operators (except Petroleum and Natural Gas),51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8155,Petroleum- and Natural-gas-refining-plant Operators,51-8092,Gas Plant Operators
8155,Petroleum- and Natural-gas-refining-plant Operators,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
8155,Petroleum- and Natural-gas-refining-plant Operators,51-9011,Chemical Equipment Operators and Tenders
8155,Petroleum- and Natural-gas-refining-plant Operators,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8155,Petroleum- and Natural-gas-refining-plant Operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8155,Petroleum- and Natural-gas-refining-plant Operators,53-7071,Gas Compressor and Gas Pumping Station Operators
8155,Petroleum- and Natural-gas-refining-plant Operators,53-7072,"Pump Operators, Except Wellhead Pumpers"
8159,Chemical-processing-plant Operators Not Elsewhere Classified,51-8091,Chemical Plant and System Operators
8159,Chemical-processing-plant Operators Not Elsewhere Classified,51-9011,Chemical Equipment Operators and Tenders
8159,Chemical-processing-plant Operators Not Elsewhere Classified,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8159,Chemical-processing-plant Operators Not Elsewhere Classified,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8161,Power-production Plant Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8161,Power-production Plant Operators,51-8011,Nuclear Power Reactor Operators
8161,Power-production Plant Operators,51-8012,Power Distributors and Dispatchers
8161,Power-production Plant Operators,51-8013,Power Plant Operators
8162,Steam-engine and Boiler Operators,51-8021,Stationary Engineers and Boiler Operators
8163,"Incinerator, Water-treatment and Related Plant Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8163,"Incinerator, Water-treatment and Related Plant Operators",51-8031,Water and Wastewater Treatment Plant and System Operators
8163,"Incinerator, Water-treatment and Related Plant Operators",51-8099,"Plant and System Operators, All Other"
8163,"Incinerator, Water-treatment and Related Plant Operators",53-7072,"Pump Operators, Except Wellhead Pumpers"
8171,Automated-assembly-line Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8171,Automated-assembly-line Operators,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
8172,Industrial-robot Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8172,Industrial-robot Operators,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
8211,Machine-tool Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8211,Machine-tool Operators,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
8211,Machine-tool Operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4041,Machinists
8211,Machine-tool Operators,51-4071,Foundry Mold and Coremakers
8211,Machine-tool Operators,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8211,Machine-tool Operators,51-4199,"Metal Workers and Plastic Workers, All Other"
8212,Cement and Other Mineral Products Machine Operators,51-8099,"Plant and System Operators, All Other"
8212,Cement and Other Mineral Products Machine Operators,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8212,Cement and Other Mineral Products Machine Operators,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders"
8212,Cement and Other Mineral Products Machine Operators,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders"
8221,Pharmaceutical- and Toiletry-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8221,Pharmaceutical- and Toiletry-products Machine Operators,51-9011,Chemical Equipment Operators and Tenders
8221,Pharmaceutical- and Toiletry-products Machine Operators,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8221,Pharmaceutical- and Toiletry-products Machine Operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8222,Ammunition- and Explosive-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8222,Ammunition- and Explosive-products Machine Operators,51-9011,Chemical Equipment Operators and Tenders
8222,Ammunition- and Explosive-products Machine Operators,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8222,Ammunition- and Explosive-products Machine Operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8223,"Metal Finishing-, Plating- and Coating-machine Operators",51-1011,First-Line Supervisors of Production and Operating Workers
8223,"Metal Finishing-, Plating- and Coating-machine Operators",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
8223,"Metal Finishing-, Plating- and Coating-machine Operators",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
8223,"Metal Finishing-, Plating- and Coating-machine Operators",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
8224,Photographic-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8224,Photographic-products Machine Operators,51-9151,Photographic Process Workers and Processing Machine Operators
8229,Chemical-products Machine Operators Not Elsewhere Classified,51-1011,First-Line Supervisors of Production and Operating Workers
8229,Chemical-products Machine Operators Not Elsewhere Classified,51-9011,Chemical Equipment Operators and Tenders
8229,Chemical-products Machine Operators Not Elsewhere Classified,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8229,Chemical-products Machine Operators Not Elsewhere Classified,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8231,Rubber-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8231,Rubber-products Machine Operators,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8231,Rubber-products Machine Operators,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8231,Rubber-products Machine Operators,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8231,Rubber-products Machine Operators,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8231,Rubber-products Machine Operators,51-9197,Tire Builders
8232,Plastic-products Machine Operators,51-1011,First-Line Supervisors of Production and Operating Workers
8232,Plastic-products Machine Operators,51-2091,Fiberglass Laminators and Fabricators
8232,Plastic-products Machine Operators,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
8232,Plastic-products Machine Operators,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
